publish_date,ticker,AI Score *New,Sentiment Score *News,Health Score *New,Aggregated Score *New,average_market_percent_change,,Forward_30min_Change_Diff,Forward_45min_Change_Diff,Forward_60min_Change_Diff - Relative,Current day change - 1 hour,End of Day ,Next Day Close
12/12/2024 8:21,AAPL,,,,,-0.003756195,,0.003295874,0.00374214,0.002925474,,,
12/12/2024 8:21,AAPL,,,,,-0.003756195,,0.003295874,0.00374214,0.002925474,,,
12/12/2024 8:32,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:32,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:34,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:34,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 8:35,AAPL,,,,,-0.003756195,,0.000162278,-0.000654388,0.001785062,,,
12/12/2024 9:00,AAPL,,,,,-0.003756195,,0.001622784,0.000608544,0.000425981,,,
12/12/2024 9:00,AAPL,,,,,-0.003756195,,0.001622784,0.000608544,0.000425981,,,
12/12/2024 9:04,AAPL,,,,,-0.003756195,,0.001622784,0.000608544,0.000425981,,,
12/12/2024 9:04,AAPL,,,,,-0.003756195,,0.001622784,0.000608544,0.000425981,,,
12/12/2024 9:16,AAPL,,,,,-0.003756195,,0.00142521,0.001242647,0.001708791,,,
12/12/2024 9:16,AAPL,,,,,-0.003756195,,0.00142521,0.001242647,0.001708791,,,
12/12/2024 9:26,AAPL,,,,,-0.003756195,,-0.001196803,-0.000730658,-0.001582214,,,
12/12/2024 9:26,AAPL,,,,,-0.003756195,,-0.001196803,-0.000730658,-0.001582214,,,
12/12/2024 10:00,AAPL,,,,,-0.003756195,,-0.000385411,0.00046655,0.001237373,,,
12/12/2024 10:00,AAPL,,,,,-0.003756195,,-0.000385411,0.00046655,0.001237373,,,
12/12/2024 10:44,AAPL,,,,,-0.003756195,,0.001379366,0.000851962,0.000774879,,,
12/12/2024 10:44,AAPL,,,,,-0.003756195,,0.001379366,0.000851962,0.000774879,,,
12/12/2024 11:00,AAPL,,,,,-0.003756195,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,,
12/12/2024 11:00,AAPL,,,,,-0.003756195,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,,
12/12/2024 11:01,AAPL,,,,,-0.003756195,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,,
12/12/2024 11:01,AAPL,,,,,-0.003756195,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,,
12/12/2024 11:24,AAPL,,,,,-0.003756195,,0.000121709,-0.000226784,-0.002048765,,,
12/12/2024 11:24,AAPL,,,,,-0.003756195,,0.000121709,-0.000226784,-0.002048765,,,
12/12/2024 11:35,AAPL,,,,,-0.003756195,,0.000121709,-0.000226784,-0.002048765,,,
12/12/2024 11:35,AAPL,,,,,-0.003756195,,0.000121709,-0.000226784,-0.002048765,,,
12/12/2024 11:48,AAPL,,,,,-0.003756195,,-0.000149702,-0.001971682,-0.002194815,,,
12/12/2024 11:48,AAPL,,,,,-0.003756195,,-0.000149702,-0.001971682,-0.002194815,,,
12/12/2024 11:57,AAPL,,,,,-0.003756195,,-0.002170473,-0.002393606,-0.002596454,,,
12/12/2024 11:57,AAPL,,,,,-0.003756195,,-0.002170473,-0.002393606,-0.002596454,,,
12/12/2024 12:25,AAPL,,,,,-0.003756195,,-0.000425981,-0.001602499,-0.000912816,,,
12/12/2024 12:25,AAPL,,,,,-0.003756195,,-0.000425981,-0.001602499,-0.000912816,,,
12/12/2024 12:31,AAPL,,,,,-0.003756195,,-0.000425981,-0.001602499,-0.000912816,,,
12/12/2024 12:31,AAPL,,,,,-0.003756195,,-0.000425981,-0.001602499,-0.000912816,,,
12/12/2024 12:47,AAPL,,,,,-0.003756195,,-0.001379366,-0.000689683,-0.000121709,,,
12/12/2024 12:47,AAPL,,,,,-0.003756195,,-0.001379366,-0.000689683,-0.000121709,,,
12/12/2024 12:49,AAPL,,,,,-0.003756195,,-0.001379366,-0.000689683,-0.000121709,,,
12/12/2024 12:49,AAPL,,,,,-0.003756195,,-0.001379366,-0.000689683,-0.000121709,,,
12/12/2024 13:25,AAPL,,,,,-0.003756195,,0.000689683,0.000689683,0.000689683,,,
12/12/2024 13:25,AAPL,,,,,-0.003756195,,0.000689683,0.000689683,0.000689683,,,
12/12/2024 14:36,AAPL,,,,,-0.003756195,,0,0,0,,,
12/12/2024 14:36,AAPL,,,,,-0.003756195,,0,0,0,,,
12/12/2024 15:39,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 15:39,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 15:53,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 15:53,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 15:53,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 15:53,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:26,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:26,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:29,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:29,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:31,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:31,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:32,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:32,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:32,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:32,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:51,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 16:51,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 17:35,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 17:35,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 19:31,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 19:31,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 21:20,AAPL,,,,,-0.003756195,,,,,,,
12/12/2024 21:20,AAPL,,,,,-0.003756195,,,,,,,
12/13/2024 2:00,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 2:02,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 2:35,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 2:49,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 3:00,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 3:26,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 3:27,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 5:05,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 5:17,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 5:41,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 6:06,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 6:22,AAPL,,,,,0.032025137,,,,,,,
12/13/2024 7:14,AAPL,,,,,0.032025137,,-0.001641259,-0.004753455,-0.007076007,,,
12/13/2024 7:30,AAPL,,,,,0.032025137,,0.000948137,-0.001374415,-0.001814809,,,
12/13/2024 7:36,AAPL,,,,,0.032025137,,0.000948137,-0.001374415,-0.001814809,,,
12/13/2024 7:43,AAPL,,,,,0.032025137,,-0.005434748,-0.005875141,-0.00680271,,,
12/13/2024 8:28,AAPL,,,,,0.032025137,,-0.001352234,-0.003811099,-0.003811099,,,
12/13/2024 9:03,AAPL,,,,,0.032025137,,-0.002458864,-0.002559687,-0.002257219,,,
12/13/2024 9:09,AAPL,,,,,0.032025137,,-0.000100823,0.000201645,-0.001088885,,,
12/13/2024 9:10,AAPL,,,,,0.032025137,,-0.000100823,0.000201645,-0.001088885,,,
12/13/2024 9:26,AAPL,,,,,0.032025137,,0.000201645,-0.001088885,-0.000907404,,,
12/13/2024 10:07,AAPL,,,,,0.032025137,,0.001008227,0.00088724,0.001532505,,,
12/13/2024 10:24,AAPL,,,,,0.032025137,,0.000705759,0.001351024,0.003165833,,,
12/13/2024 10:45,AAPL,,,,,0.032025137,,0.000524278,0.002339087,0.003972415,,,
12/13/2024 11:06,AAPL,,,,,0.032025137,,0.002460074,0.004093402,0.0050613,,,
12/13/2024 11:15,AAPL,,,,,0.032025137,,0.003448137,0.004416035,0.003528795,,,
12/13/2024 11:53,AAPL,,,,,0.032025137,,0.000362962,-4.03E-05,0.000161316,,,
12/13/2024 12:57,AAPL,,,,,0.032025137,,0.000504114,0.000786417,0.001028392,,,
12/13/2024 14:23,AAPL,,,,,0.032025137,,0,0,0,,,
12/15/2024 0:14,AAPL,,,,,,,,,,,,
12/15/2024 3:05,AAPL,,,,,,,,,,,,
12/15/2024 3:30,AAPL,,,,,,,,,,,,
12/15/2024 5:45,AAPL,,,,,,,,,,,,
12/15/2024 7:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:10,AAPL,,,,,,,,,,,,
12/15/2024 8:45,AAPL,,,,,,,,,,,,
12/15/2024 8:47,AAPL,,,,,,,,,,,,
12/15/2024 12:00,AAPL,,,,,,,,,,,,
12/15/2024 12:00,AAPL,,,,,,,,,,,,
12/15/2024 13:50,AAPL,,,,,,,,,,,,
12/15/2024 16:31,AAPL,,,,,,,,,,,,
12/15/2024 18:32,AAPL,,,,,,,,,,,,
12/15/2024 22:50,AAPL,,,,,,,,,,,,
12/15/2024 23:14,AAPL,,,,,,,,,,,,
12/16/2024 0:29,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 0:43,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 2:51,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 3:55,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 4:08,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 4:37,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 4:50,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 6:01,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 6:10,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 6:14,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 6:21,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 6:38,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 7:04,AAPL,,,,,0.014414259,,-0.001249815,0.00580294,0.001530986,,,
12/16/2024 7:38,AAPL,,,,,0.014414259,,-0.002337484,-0.002881554,-0.002075525,,,
12/16/2024 7:43,AAPL,,,,,0.014414259,,-0.002337484,-0.002881554,-0.002075525,,,
12/16/2024 7:59,AAPL,,,,,0.014414259,,0.0013904,0.002196429,0.002579293,,,
12/16/2024 8:00,AAPL,,,,,0.014414259,,0.0013904,0.002196429,0.002579293,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:12,AAPL,,,,,0.014414259,,0.000261959,0.000644823,0.002740096,,,
12/16/2024 8:50,AAPL,,,,,0.014414259,,0.002478136,0.001908677,0.002559142,,,
12/16/2024 8:54,AAPL,,,,,0.014414259,,0.001525813,0.002176279,0.003546528,,,
12/16/2024 9:02,AAPL,,,,,0.014414259,,0.001525813,0.002176279,0.003546528,,,
12/16/2024 9:41,AAPL,,,,,0.014414259,,0.000967235,0.000785878,0.003143513,,,
12/16/2024 10:04,AAPL,,,,,0.014414259,,-0.000584371,0.001773264,0.00415105,,,
12/16/2024 10:24,AAPL,,,,,0.014414259,,0.004735421,0.004050699,0.004130899,,,
12/16/2024 10:27,AAPL,,,,,0.014414259,,0.004735421,0.004050699,0.004130899,,,
12/16/2024 11:26,AAPL,,,,,0.014414259,,-0.001007536,0.000221658,-0.001128441,,,
12/16/2024 11:58,AAPL,,,,,0.014414259,,-0.000120904,0.000261959,-8.06E-05,,,
12/16/2024 13:00,AAPL,,,,,0.014414259,,-0.00056422,-0.002619595,0.000729456,,,
12/16/2024 13:00,AAPL,,,,,0.014414259,,-0.00056422,-0.002619595,0.000729456,,,
12/16/2024 13:11,AAPL,,,,,0.014414259,,-0.001531455,0.001817596,0.002015073,,,
12/16/2024 13:29,AAPL,,,,,0.014414259,,0.001293677,0.001491154,0.001491154,,,
12/16/2024 13:50,AAPL,,,,,0.014414259,,0.003546528,0.003546528,0.003546528,,,
12/16/2024 16:11,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 19:03,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 21:12,AAPL,,,,,0.014414259,,,,,,,
12/16/2024 22:05,AAPL,,,,,0.014414259,,,,,,,
12/17/2024 1:04,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 1:59,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 2:22,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 2:29,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 2:52,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 3:45,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 5:22,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 6:19,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 8:04,AAPL,,,,,-0.007718245,,0.000944073,0.001103808,0.000833732,,,
12/17/2024 8:04,AAPL,,,,,-0.007718245,,0.000944073,0.001103808,0.000833732,,,
12/17/2024 8:04,AAPL,,,,,-0.007718245,,0.000944073,0.001103808,0.000833732,,,
12/17/2024 8:04,AAPL,,,,,-0.007718245,,0.000944073,0.001103808,0.000833732,,,
12/17/2024 8:42,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 8:42,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 8:42,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 8:43,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 8:43,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 8:43,AAPL,,,,,-0.007718245,,0.002629063,0.000617431,0.001832377,,,
12/17/2024 14:32,AAPL,,,,,-0.007718245,,0,0,0,,,
12/17/2024 17:36,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 17:45,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 20:41,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 21:03,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 21:03,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 21:17,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 22:19,AAPL,,,,,-0.007718245,,,,,,,
12/17/2024 23:08,AAPL,,,,,-0.007718245,,,,,,,
12/18/2024 1:30,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 1:47,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 7:21,AAPL,,,,,-0.006149445,,-0.017057424,-0.01500598,-0.011337051,,,
12/18/2024 7:24,AAPL,,,,,-0.006149445,,-0.000315607,0.003353322,0.003175793,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:10,AAPL,,,,,-0.006149445,,0.002150071,0.001400505,-0.000433959,,,
12/18/2024 8:50,AAPL,,,,,-0.006149445,,-0.00258403,-0.001558308,-0.000650939,,,
12/18/2024 11:00,AAPL,,,,,-0.006149445,,-0.000552312,0.001183525,-0.000276156,,,
12/18/2024 11:13,AAPL,,,,,-0.006149445,,0.001484141,2.4459523433800106e-05,-0.003782547,,,
12/18/2024 11:20,AAPL,,,,,-0.006149445,,0.001484141,2.4459523433800106e-05,-0.003782547,,,
12/18/2024 12:21,AAPL,,,,,-0.006149445,,-0.002347325,-0.00676582,-0.008541108,,,
12/18/2024 13:01,AAPL,,,,,-0.006149445,,-0.004023986,-0.012032507,-0.012900426,,,
12/18/2024 16:24,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 19:04,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 21:05,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 21:05,AAPL,,,,,-0.006149445,,,,,,,
12/18/2024 21:39,AAPL,,,,,-0.006149445,,,,,,,
12/19/2024 0:56,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 2:42,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 2:59,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 3:04,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 3:20,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 4:47,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 4:58,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 5:00,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 5:52,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 6:11,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 6:25,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 6:32,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:06,AAPL,,,,,-0.020730117,,0.004031445,0.005321508,0.006203991,,,
12/19/2024 8:08,AAPL,,,,,-0.020730117,,-0.001914937,-0.001032453,-0.003366257,,,
12/19/2024 8:12,AAPL,,,,,-0.020730117,,-0.001914937,-0.001032453,-0.003366257,,,
12/19/2024 8:14,AAPL,,,,,-0.020730117,,-0.001914937,-0.001032453,-0.003366257,,,
12/19/2024 8:36,AAPL,,,,,-0.020730117,,0.002172546,-0.000161258,0.004051602,,,
12/19/2024 8:46,AAPL,,,,,-0.020730117,,-0.00145132,0.00276154,0.005039307,,,
12/19/2024 8:46,AAPL,,,,,-0.020730117,,-0.00145132,0.00276154,0.005039307,,,
12/19/2024 8:46,AAPL,,,,,-0.020730117,,-0.00145132,0.00276154,0.005039307,,,
12/19/2024 8:46,AAPL,,,,,-0.020730117,,-0.00145132,0.00276154,0.005039307,,,
12/19/2024 9:10,AAPL,,,,,-0.020730117,,0.006490627,0.005065108,0.005865753,,,
12/19/2024 9:34,AAPL,,,,,-0.020730117,,0.000852248,0.001652893,-0.000786132,,,
12/19/2024 10:01,AAPL,,,,,-0.020730117,,-0.001638379,-0.00431929,-0.002202782,,,
12/19/2024 10:01,AAPL,,,,,-0.020730117,,-0.001638379,-0.00431929,-0.002202782,,,
12/19/2024 10:16,AAPL,,,,,-0.020730117,,-0.005119935,-0.003003427,-0.003063898,,,
12/19/2024 11:11,AAPL,,,,,-0.020730117,,0.000181415,0.00276154,0.001301754,,,
12/19/2024 11:35,AAPL,,,,,-0.020730117,,0.001935094,0.000475307,-0.001128805,,,
12/19/2024 11:43,AAPL,,,,,-0.020730117,,0.001120339,-0.000483773,-0.001128805,,,
12/19/2024 12:44,AAPL,,,,,-0.020730117,,-0.001975408,0,-0.000431768,,,
12/19/2024 12:57,AAPL,,,,,-0.020730117,,0.001048176,0.000616408,-0.001411006,,,
12/19/2024 13:27,AAPL,,,,,-0.020730117,,-0.002459182,-0.002257609,-0.002257609,,,
12/19/2024 13:32,AAPL,,,,,-0.020730117,,-0.002459182,-0.002257609,-0.002257609,,,
12/19/2024 13:32,AAPL,,,,,-0.020730117,,-0.002459182,-0.002257609,-0.002257609,,,
12/19/2024 13:54,AAPL,,,,,-0.020730117,,0.000201572,0.000201572,0.000201572,,,
12/19/2024 14:11,AAPL,,,,,-0.020730117,,0,0,0,,,
12/19/2024 15:36,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 15:45,AAPL,,,,,-0.020730117,,,,,,,
12/19/2024 17:01,AAPL,,,,,-0.020730117,,,,,,,
12/20/2024 0:40,AAPL,,,,,-0.000486379,,,,,,,
12/21/2024 18:00,AAPL,,,,,,,,,,,,
12/22/2024 2:40,AAPL,,,,,,,,,,,,
12/22/2024 3:30,AAPL,,,,,,,,,,,,
12/22/2024 5:00,AAPL,,,,,,,,,,,,
12/22/2024 7:00,AAPL,,,,,,,,,,,,
12/22/2024 7:30,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:08,AAPL,,,,,,,,,,,,
12/22/2024 8:21,AAPL,,,,,,,,,,,,
12/22/2024 8:43,AAPL,,,,,,,,,,,,
12/22/2024 14:30,AAPL,,,,,,,,,,,,
12/22/2024 21:18,AAPL,,,,,,,,,,,,
12/23/2024 2:27,AAPL,,,,,0.016677323,,,,,,,
12/23/2024 2:48,AAPL,,,,,0.016677323,,,,,,,
