publish_date,ticker,publisher,article_sentiment,average_market_sentiment,average_market_percent_change,RatingScore_pct_change,analyst_score_pct_change,target_median_price_pct_change,target_score,Forward_15min_Change_Diff,Forward_30min_Change_Diff,Forward_45min_Change_Diff,Forward_60min_Change_Diff,article_sentiment_class,average_market_sentiment_class
2024-12-18 07:24:00,AAPL,Motley Fool,0.3707,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-1.3728893798327244,-0.0023670506548839,-0.0003156067539846,0.0033533217610856,0.0031757929619694,Neutral,Neutral
2024-12-18 11:13:00,AAPL,Benzinga,0.5594,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-1.3728893798327244,-0.0002516963863025,0.0014841407606123,2.4459523433800106e-05,-0.0037825469465046,Bullish,Neutral
2024-12-18 11:20:00,AAPL,Benzinga,0.3488,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-1.3728893798327244,-0.0002516963863025,0.0014841407606123,2.4459523433800106e-05,-0.0037825469465046,Neutral,Neutral
2024-12-18 12:21:49,AAPL,Bloomberg,0.1789277777777777,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-1.3728893798327244,-0.0017950134132869,-0.0023473252327599,-0.0067658197885434,-0.0085411077797064,Neutral,Neutral
2024-12-19 07:15:41,AAPL,Associated Press Finance,0.4140619834710743,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0190432557155533,0.0231573456167828,0.0249694802670549,0.0322059245323239,Bullish,Neutral
2024-12-19 08:08:29,AAPL,GuruFocus.com,0.2228559228650137,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,Neutral,Neutral
2024-12-19 08:12:47,AAPL,MT Newswires,0.45485,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,Bullish,Neutral
2024-12-19 08:14:55,AAPL,GuruFocus.com,0.4680642857142857,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,Bullish,Neutral
2024-12-19 09:10:42,AAPL,Investor's Business Daily,0.55095,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0042128603104214,0.00649062688974,0.0050651078411611,0.0058657528724048,Bullish,Neutral
2024-12-19 09:34:44,AAPL,GuruFocus.com,0.4660277777777777,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0022777665793186,0.0008522475307397,0.0016528925619834,-0.0007861318282604,Bullish,Neutral
2024-12-19 10:01:37,AAPL,Investor's Business Daily,0.1909,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0008006450312436,-0.0016383793590001,-0.0043192904656319,-0.0022027816972385,Neutral,Neutral
2024-12-19 10:01:42,AAPL,Investor's Business Daily,0.55095,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0008006450312436,-0.0016383793590001,-0.0043192904656319,-0.0022027816972385,Bullish,Neutral
2024-12-19 10:16:33,AAPL,Investor's Business Daily,0.5045499999999999,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0024390243902438,-0.0051199354968756,-0.0030034267284822,-0.003063898407579,Bullish,Neutral
2024-12-19 11:35:00,AAPL,Barrons.com,-0.1806,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0006450312437008,0.0019350937311026,0.0004753073977021,-0.0011288046764765,Neutral,Neutral
2024-12-19 11:43:42,AAPL,Investor's Business Daily,0.55095,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0025801249748035,0.001120338641403,-0.0004837734327756,-0.0011288046764765,Bullish,Neutral
2024-12-19 12:44:12,AAPL,Biztoc.com,0.4979,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0010481757710137,-0.0019754081838338,0.0,-0.0004317677887522,Bullish,Neutral
2024-12-19 12:57:06,AAPL,Insider Monkey,0.4920729166666666,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.00092723241282,0.0010481757710137,0.0006164079822615,-0.0014110058455957,Bullish,Neutral
2024-12-19 13:11:48,AAPL,TechCrunch,0.2895848739495798,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0019754081838338,0.0015436403950816,-0.0004837734327756,-0.0002822011691191,Neutral,Neutral
2024-12-19 13:32:19,AAPL,CNN Business,-0.2699464646464646,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,-0.0004317677887522,-0.0024591816166095,-0.002257609352953,-0.002257609352953,Bearish,Neutral
2024-12-19 13:54:42,AAPL,Investor's Business Daily,0.55095,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.0002015722636564,0.0002015722636564,0.0002015722636564,0.0002015722636564,Bullish,Neutral
2024-12-23 06:59:26,AAPL,GuruFocus.com,0.5087722222222222,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,-0.0176173298942955,-0.0166939144359277,-0.0168510915352243,Bullish,Neutral
2024-12-23 07:00:14,AAPL,Zacks,0.2904851851851852,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,-0.0176173298942955,-0.0166939144359277,-0.0168510915352243,Neutral,Neutral
2024-12-23 07:05:44,AAPL,GuruFocus.com,0.4893974025974025,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,-0.0176173298942955,-0.0166939144359277,-0.0168510915352243,Bullish,Neutral
2024-12-23 07:07:40,AAPL,Yahoo Finance,0.4763845679012345,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0176173298942955,-0.0166939144359277,-0.0168510915352243,-0.0219200529875407,Bullish,Neutral
2024-12-23 07:15:00,AAPL,Barrons.com,0.5173809523809524,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0176173298942955,-0.0166939144359277,-0.0168510915352243,-0.0219200529875407,Bullish,Neutral
2024-12-23 08:04:19,AAPL,GuruFocus.com,0.5431055555555555,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0050689614523164,-0.0038508389327675,-0.0037722503831192,-0.0053440213760855,Bullish,Neutral
2024-12-23 08:08:52,AAPL,ETF Daily News,0.4844333333333332,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0012181225195488,0.0012967110691972,-0.0002750599237691,0.0031631891233446,Bullish,Neutral
2024-12-23 08:08:57,AAPL,ETF Daily News,0.43585,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0012181225195488,0.0012967110691972,-0.0002750599237691,0.0031631891233446,Bullish,Neutral
2024-12-23 08:24:15,AAPL,Investor's Business Daily,0.0559666666666666,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,7.858854964830006e-05,-0.001493182443318,0.0019450666037957,0.0031435419859326,Neutral,Neutral
2024-12-23 08:29:00,AAPL,Barrons.com,0.5566666666666666,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,7.858854964830006e-05,-0.001493182443318,0.0019450666037957,0.0031435419859326,Bullish,Neutral
2024-12-23 08:40:56,AAPL,ETF Daily News,0.41525,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0015717709929663,0.0018664780541474,0.0030649534362843,0.0031631891233447,Bullish,Neutral
2024-12-23 08:40:58,AAPL,ETF Daily News,0.545,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0015717709929663,0.0018664780541474,0.0030649534362843,0.0031631891233447,Bullish,Neutral
2024-12-23 08:41:01,AAPL,ETF Daily News,0.4404,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0015717709929663,0.0018664780541474,0.0030649534362843,0.0031631891233447,Bullish,Neutral
2024-12-23 09:07:00,AAPL,Barrons.com,0.025,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0034382490471137,0.0046367244292506,0.004734960116311,0.0049314314904317,Neutral,Neutral
2024-12-23 09:13:42,AAPL,Investor's Business Daily,0.55095,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0011984753821368,0.0012967110691972,0.0014931824433179,0.0009430625957798,Bullish,Neutral
2024-12-23 09:24:45,AAPL,ETF Daily News,0.3737333333333332,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,9.82356870604e-05,0.0002947070611811,-0.0002554127863569,-0.0014145938936697,Neutral,Neutral
2024-12-23 09:26:00,AAPL,Zacks,0.5582804195804195,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,9.82356870604e-05,0.0002947070611811,-0.0002554127863569,-0.0014145938936697,Bullish,Neutral
2024-12-23 10:11:23,AAPL,MT Newswires,0.2533999999999999,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0011591811073127,-0.0006090612597745,-0.0020629494282683,-0.0027702463751031,Neutral,Neutral
2024-12-23 10:34:42,AAPL,Investor's Business Daily,0.55095,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0005501198475382,-0.0009037683209556,-0.0016110652677904,-0.0020436952336044,Bullish,Neutral
2024-12-23 11:19:42,AAPL,Investor's Business Daily,0.55095,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0004326299658139,0.0001178828244724,0.0006876498094228,0.0004911784353019,Bullish,Neutral
2024-12-23 11:29:31,AAPL,Motley Fool,-0.2449039682539683,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0005505127902863,0.0011202797752368,0.0009238084011159,0.0017686353098354,Bearish,Neutral
2024-12-23 11:55:37,AAPL,GuruFocus.com,0.6262380952380953,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,-0.0001964713741209,0.0006483555345986,-0.000746591221659,-0.0010805925576644,Bullish,Neutral
2024-12-23 12:08:31,AAPL,Bloomberg,0.1737722222222222,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0008448269087195,-0.0005501198475381,-0.0008841211835435,-0.0001768242367086,Neutral,Neutral
2024-12-23 12:15:58,AAPL,Investor's Business Daily,0.0559666666666666,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0008448269087195,-0.0005501198475381,-0.0008841211835435,-0.0001768242367086,Neutral,Neutral
2024-12-23 13:00:00,AAPL,Benzinga,-0.2199333333333333,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0007072969468349,0.0016896538174388,0.0033007190852292,0.0057762583991511,Bearish,Neutral
2024-12-23 13:19:19,AAPL,MT Newswires,0.25,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0009823568706039,0.0025934221383943,0.0050689614523162,0.0045188416047781,Neutral,Neutral
2024-12-23 13:20:00,AAPL,Quartz India,0.4034454545454545,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0009823568706039,0.0025934221383943,0.0050689614523162,0.0045188416047781,Bullish,Neutral
2024-12-23 14:07:40,AAPL,Yahoo Entertainment,-0.29635,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,0.0,0.0,0.0,Bearish,Neutral
2024-12-23 14:10:58,AAPL,Investor's Business Daily,0.0559666666666666,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,0.0,0.0,0.0,Neutral,Neutral
2024-12-23 14:14:42,AAPL,Investor's Business Daily,0.55095,0.2510864858674941,0.0185477476293828,0.0,0.0,0.0,-1.3728893798327244,0.0,0.0,0.0,0.0,Bullish,Neutral
2024-12-24 07:42:24,AAPL,TheStreet,0.3923,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.587281795511217,0.0008814196732871,0.0023896266698007,0.0019195361773808,0.0043181729149528,Neutral,Neutral
2024-12-24 07:42:24,AAPL,TheStreet,0.3923,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.587281795511217,0.0008814196732871,0.0023896266698007,0.0019195361773808,0.0043181729149528,Neutral,Neutral
2024-12-24 08:00:00,AAPL,Benzinga,0.23835,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.6726101259416457,0.0015082069965135,0.0010381165040936,0.0034367532416656,0.0027958632036668,Neutral,Neutral
2024-12-24 08:00:00,AAPL,Benzinga,0.23835,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.6726101259416457,0.0015082069965135,0.0010381165040936,0.0034367532416656,0.0027958632036668,Neutral,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.4746954545454545,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.4746954545454545,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.526,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.526,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.5337,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.5337,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.48585,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:44,AAPL,ETF Daily News,0.48585,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.5058,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.5058,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4001357142857142,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4001357142857142,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4528999999999999,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4528999999999999,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4573833333333332,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:10:45,AAPL,ETF Daily News,0.4573833333333332,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Bullish,Neutral
2024-12-24 08:20:03,AAPL,Reuters,-0.0134972222222222,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Neutral,Neutral
2024-12-24 08:20:03,AAPL,Reuters,-0.0134972222222222,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.818270165208941,-0.0004700904924198,0.0019285462451521,0.0012876562071533,0.0012089160496728,Neutral,Neutral
2024-12-24 08:24:15,AAPL,Investor's Business Daily,0.0559666666666666,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.772916423598956,0.002398636737572,0.0017577466995731,0.0016790065420927,0.0005680260116738,Neutral,Neutral
2024-12-24 08:24:15,AAPL,Investor's Business Daily,0.0559666666666666,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.772916423598956,0.002398636737572,0.0017577466995731,0.0016790065420927,0.0005680260116738,Neutral,Neutral
2024-12-24 08:31:42,AAPL,Investor's Business Daily,0.55095,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.772916423598956,0.002398636737572,0.0017577466995731,0.0016790065420927,0.0005680260116738,Bullish,Neutral
2024-12-24 08:31:42,AAPL,Investor's Business Daily,0.55095,0.2370342907360427,0.014819785561153,0.0,0.0,0.0,-2.772916423598956,0.002398636737572,0.0017577466995731,0.0016790065420927,0.0005680260116738,Bullish,Neutral
