publish_date,ticker,publisher,article_sentiment,article_sentiment_class,daily_avg_ticker_sentiment,daily_ticker_sentiment_class,average_market_sentiment,average_market_sentiment_class,average_market_percent_change,RatingScore,RatingScore_Category,RatingScoreStatus,analyst_score,AnalystScoreStatus,PriceChangeStatus,target_score,ValuationStatus,Forward_15min_Change_Diff,Forward_30min_Change_Diff,Forward_45min_Change_Diff,Forward_60min_Change_Diff,Close,Daily_Percent_Difference,Next_Day_Percent_Change
2024-12-17,AAPL,Investor's Business Daily,0.0559666666666666,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.1232399936718886,Slightly Undervalued,0.000930130656469,-0.0001195028680687,0.0016132887189292,0.0001593371574251,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17,AAPL,Investor's Business Daily,0.0559666666666666,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.1125627786895225,Slightly Undervalued,0.0005700286806883,0.0013794614404078,0.0030166507329509,0.0020805449330784,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17,AAPL,Investor's Business Daily,0.0559666666666666,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.2833168805528137,Slightly Undervalued,3.983428935993433e-07,-0.0006771829190567,-0.0014738687061822,-0.0001991714467813,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17,AAPL,Investor's Business Daily,0.0559666666666666,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.2170064801643798,Slightly Undervalued,-0.0007966857871255,0.0004780114722753,0.0014738687061822,0.001593371574251,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17,AAPL,Yahoo Finance,0.6996039215686274,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.2638230647709277,Slightly Undervalued,0.0009958572339069,0.0011153601019756,0.0011153601019756,0.0011153601019756,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-18,AAPL,Yahoo Entertainment,0.1508,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.014690372978188,-0.017057423633072,-0.0150059797321726,-0.0113370512171024,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Motley Fool,0.3707,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0023670506548839,-0.0003156067539846,0.0033533217610856,0.0031757929619694,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Investor's Business Daily,0.55095,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0020514439008993,0.0057203724159695,0.0055428436168533,0.0078704434274892,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.42405,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.4191833333333333,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.4199363636363636,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.4558166666666666,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.4763333333333333,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.518,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.43585,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.518,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.518,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.4681999999999999,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Yahoo Finance,0.2088627865961199,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0001775287991162,0.0021500710115196,0.0014005049708065,-0.0004339592867286,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Investor's Business Daily,0.0,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0007495660407131,-0.0025840302982483,-0.0015583083477985,-0.0006509389300931,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,ETF Daily News,0.46585,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0007495660407131,-0.0025840302982483,-0.0015583083477985,-0.0006509389300931,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,GuruFocus.com,0.1866999999999999,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0010257219504497,0.0019330913681551,0.0016569354584187,0.0034720688022723,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Investor's Business Daily,0.0,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0009073694177054,0.000631213507969,0.0024463468518225,0.0015780337699226,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Insider Monkey,0.5227785714285714,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0009073694177054,0.000631213507969,0.0024463468518225,0.0015780337699226,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,The Wall Street Journal,-0.2342,Bearish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0007495660407132,0.0009073694177055,0.0006067539845353,0.0003550575982327,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Yahoo Entertainment,0.0,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0003006154331701,-0.0005523118194727,0.0011835253274421,-0.0002761559097363,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Benzinga,0.5594,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0002516963863025,0.0014841407606123,2.4459523433800106e-05,-0.0037825469465046,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Benzinga,0.3488,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0002516963863025,0.0014841407606123,2.4459523433800106e-05,-0.0037825469465046,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,GuruFocus.com,0.1463222222222222,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0017358371469149,0.0002761559097364,-0.003530850560202,-0.005325863973489,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,GuruFocus.com,0.1451704545454545,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0014596812371785,-0.0052666877071169,-0.0070617011204039,-0.0076140129398768,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Investor's Business Daily,-0.03125,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0038070064699384,-0.0056020198832254,-0.0061543317026983,-0.0105728262584819,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Bloomberg,0.1789277777777777,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0017950134132869,-0.0023473252327599,-0.0067658197885434,-0.0085411077797064,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,MT Newswires,0.13685,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0005523118194729,-0.0049708063752565,-0.0067460943664194,-0.0089947924885592,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Yahoo Entertainment,-0.0833333333333333,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0017752879911629,-0.0040239861133027,-0.0120325074956603,-0.0129004260691178,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,Investor's Business Daily,0.55095,Bullish,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0022486981221398,-0.0102572195044974,-0.0111251380779549,-0.0102572195044974,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,MT Newswires,0.05,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0022486981221398,-0.0102572195044974,-0.0111251380779549,-0.0102572195044974,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,MT Newswires,0.0833333333333333,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0080085213823576,-0.008876439955815,-0.0080085213823576,-0.0080085213823576,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,AAPL,MT Newswires,0.05,Neutral,0.2689830360226193,Neutral,0.2135698147472364,Neutral,-0.0089532290515354,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0080085213823576,-0.008876439955815,-0.0080085213823576,-0.0080085213823576,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-19,AAPL,ETF Daily News,0.5555,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.41525,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.4857999999999999,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.52775,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.47585,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.4008833333333332,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.52775,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.443,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.007236444265269,0.0040314452731304,0.0053215077605321,0.0062039911308203,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,GuruFocus.com,0.2228559228650137,Neutral,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,MT Newswires,0.45485,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,GuruFocus.com,0.4680642857142857,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0032049989921386,-0.0019149365047369,-0.0010324531344487,-0.0033662568030639,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Yahoo Finance,0.4907338383838383,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0012900624874017,0.0021725458576898,-0.0001612578109252,0.0040516024994961,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.495,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008824833702881,-0.001451320298327,0.0027615400120944,0.005039306591413,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.41085,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008824833702881,-0.001451320298327,0.0027615400120944,0.005039306591413,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.41525,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008824833702881,-0.001451320298327,0.0027615400120944,0.005039306591413,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,ETF Daily News,0.55,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008824833702881,-0.001451320298327,0.0027615400120944,0.005039306591413,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Investor's Business Daily,0.55095,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0042128603104214,0.00649062688974,0.0050651078411611,0.0058657528724048,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,GuruFocus.com,0.4660277777777777,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0022777665793186,0.0008522475307397,0.0016528925619834,-0.0007861318282604,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Investor's Business Daily,0.1909,Neutral,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008006450312436,-0.0016383793590001,-0.0043192904656319,-0.0022027816972385,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Investor's Business Daily,0.55095,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008006450312436,-0.0016383793590001,-0.0043192904656319,-0.0022027816972385,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Investor's Business Daily,0.5045499999999999,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,-0.0024390243902438,-0.0051199354968756,-0.0030034267284822,-0.003063898407579,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,AAPL,Insider Monkey,0.4653984848484848,Bullish,0.3735016402187049,Neutral,0.2091511642907279,Neutral,-0.0207301167312506,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-1.3728893798327244,Slightly Undervalued,0.0008264462809917,0.0001814150372908,0.0027615400120944,0.0013017536786938,249.7899932861328,0.7014675319362668,1.8815854651340724
