publish_date,ticker,article_sentiment,daily_avg_ticker_sentiment,average_market_sentiment,average_market_percent_change,RatingScore,analyst_score,target_score,Close,Daily_Percent_Difference,Next_Day_Percent_Change
2024-12-17,AAPL,0.2557757836771072,0.2209891974626107,0.2090827843693878,-0.0030607590683507002,3.0,68.61702127659575,-1.1202804475071224,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17,ACHR,0.427486111111111,0.4050740740740741,0.2090827843693878,-0.0030607590683507,2.0,83.33333333333333,23.874030965971418,9.09000015258789,8.343263177840475,-1.540157766475904
2024-12-17,AMD,0.34424065656565656,0.3098890432098765,0.2090827843693878,-0.0030607590683507,3.0,72.39583333333333,45.33998327919006,125.0199966430664,-1.3181827817172995,-2.887532457118524
2024-12-17,AMZN,0.1855533333333333,0.1855533333333333,0.2090827843693878,-0.0030607590683507,3.0,80.22388059701493,1.9078168618220084,231.14999389648443,-0.7641775792156067,-4.5987410359975405
2024-12-17,AVGO,0.24150709288367128,0.23369841638436342,0.2090827843693878,-0.0030607590683507,3.0,76.74418604651163,-3.246578795525441,240.229995727539,-3.9080017089843757,-9.120421593051145
2024-12-17,CRM,0.24968407407407406,0.2502909406565656,0.2090827843693878,-0.0030607590683507002,4.0,74.0,16.56620270055623,350.9700012207031,-1.7523751009442996,-3.914861722251521
2024-12-17,GME,0.61625,0.61625,0.2090827843693878,-0.0030607590683507,2.0,25.0,-68.01023672424824,31.26000022888184,6.182064068642781,-8.669228957066535
2024-12-17,GOOGL,0.23025024572827532,0.2591899114852344,0.2090827843693878,-0.0030607590683507,4.0,76.20967741935483,7.655770728059523,195.4199981689453,-0.6305326299569145,-3.5922650385002926
2024-12-17,GSAT,0.17434166666666664,0.1743416666666666,0.2090827843693878,-0.0030607590683507,2.0,66.66666666666667,109.95727564472134,1.899999976158142,-2.564106169380135,-2.6315764707211
2024-12-17,HAL,0.047675925925925934,0.0476759259259259,0.2090827843693878,-0.0030607590683507,3.0,79.3103448275862,35.449423622799934,27.190000534057617,-2.439900555074708,-3.824938930121243
2024-12-17,META,0.16239319725976142,0.1547305406264991,0.20908278436938782,-0.0030607590683507,3.0,74.26470588235294,5.411922823431487,619.4400024414062,-0.7689330815167037,-3.5919540088314945
2024-12-17,MSFT,0.22079829042861163,0.2225500173544131,0.2090827843693878,-0.0030607590683507,4.0,78.63636363636364,10.367912929200076,454.4599914550781,0.635531154467846,-3.756101115080872
2024-12-17,MU,0.2559755731922399,0.2763900132275132,0.2090827843693878,-0.0030607590683507,3.0,76.92307692307692,33.695775526554804,108.5999984741211,0.31405535856427,-4.327805722172433
2024-12-17,NFLX,0.5200164141414141,0.4639277159348587,0.2090827843693878,-0.0030607590683507,3.0,64.77272727272727,-10.54731043799404,919.1300048828124,-0.2117093163297931,-3.218262588828786
2024-12-17,NOW,0.2705674603174604,0.1238390211640211,0.2090827843693878,-0.0030607590683507,3.0,76.21951219512195,-5.805942299411513,1114.719970703125,-1.346108368200249,-4.820042870036595
2024-12-17,NVDA,0.2003690375273222,0.2089737743200286,0.2090827843693878,-0.0030607590683507,3.0,78.125,35.08850004227335,130.36855017620584,-1.218470702604861,-1.1350530979882485
2024-12-17,PLTR,0.2611552154195011,0.3201151675485008,0.2090827843693878,-0.0030607590683507,3.0,45.0,-45.16666050623087,74.38999938964844,-1.7953803436984324,-3.871484442865485
2024-12-17,PTON,0.25805,0.25805,0.2090827843693878,-0.0030607590683507,2.0,52.38095238095238,-19.5837275307474,10.56999969482422,3.1219482421875,-0.2132244938129617
2024-12-17,SMCI,0.31301278409090905,0.2838260260164671,0.2090827843693878,-0.0030607590683507,4.0,50.0,-3.645960364195651,33.79999923706055,1.0765568933487488,-4.644969616161315
2024-12-17,SMR,0.131125,0.2085666666666666,0.2090827843693878,-0.0030607590683507,1.0,62.5,-5.215675775712282,21.709999084472656,-0.0460415708930861,-11.976041380769354
2024-12-17,TDS,0.06448155019583592,0.0644815501958359,0.2090827843693878,-0.0030607590683507,2.0,100.0,34.44567015995587,33.7400016784668,-2.344421350159958,-2.015412778149813
2024-12-17,TSLA,0.2205595982018198,0.2247783242709699,0.2090827843693878,-0.0030607590683507,3.0,53.723404255319146,-42.77386924440406,479.8599853515625,3.636991217973827,-8.279494369517476
2024-12-17,ZG,0.35125833333333334,0.4020565656565656,0.2090827843693878,-0.0030607590683507,2.0,65.38461538461539,-3.9646790697137586,77.55999755859375,-1.1470832734906542,1.878183831205476
2024-12-18,AAPL,0.26898303602261936,0.2689830360226193,0.2135698147472364,-0.0089532290515354,3.0,68.61702127659575,-1.3728893798327244,248.0500030517578,-2.142177989310781,0.7014675319362668
2024-12-18,ACHR,0.21065,0.21065,0.2135698147472364,-0.0089532290515354,2.0,83.33333333333333,23.73453318335207,8.949999809265137,-1.540157766475904,-5.921784852135192
2024-12-18,AMD,0.16418072916666665,0.1641807291666666,0.2135698147472364,-0.0089532290515354,3.0,72.39583333333333,45.57670772676372,121.41000366210938,-2.887532457118524,-2.08385333364502
2024-12-18,AMZN,0.30536789040434875,0.3053678904043487,0.2135698147472364,-0.0089532290515354,3.0,80.22388059701493,1.639246416351547,220.5200042724609,-4.5987410359975405,1.2561168873593198
2024-12-18,CRM,0.23396873543123542,0.2339687354312354,0.2135698147472364,-0.0089532290515354,4.0,74.0,16.81244479899712,337.2300109863281,-3.914861722251521,-0.296533513454276
2024-12-18,GME,0.2849409090909091,0.2849409090909091,0.2135698147472364,-0.0089532290515354,2.0,25.0,-68.01023672424824,28.549999237060547,-8.669228957066535,1.5761848510150236
2024-12-18,GOOGL,0.2061579077072904,0.2061579077072904,0.2135698147472364,-0.0089532290515354,4.0,76.20967741935483,7.972571896428213,188.3999938964844,-3.5922650385002934,0.0583867377469247
2024-12-18,GSAT,0.24006666666666665,0.24006666666666657,0.21356981474723638,-0.0089532290515354,2.0,66.66666666666667,110.5263157894737,1.850000023841858,-2.6315764707211,1.6216200542241166
2024-12-18,HAL,0.12450833333333333,0.12450833333333329,0.21356981474723638,-0.0089532290515354,3.0,79.3103448275862,35.75490735644836,26.149999618530284,-3.824938930121243,-1.4531516876096953
2024-12-18,META,0.24969061917481372,0.2496906191748137,0.21356981474723644,-0.0089532290515354,3.0,74.26470588235294,5.740668991347014,597.1900024414062,-3.5919540088314945,-0.2712696312002388
2024-12-18,MSFT,0.2760974569871773,0.2760974569871773,0.2135698147472364,-0.0089532290515354,4.0,78.63636363636364,10.020683888571057,437.3900146484375,-3.756101115080872,-0.0823100338561675
2024-12-18,MU,0.17199914216879025,0.1719991421687902,0.2135698147472364,-0.0089532290515354,3.0,76.92307692307692,33.517495395948444,103.9000015258789,-4.327805722172433,-16.179023042460038
2024-12-18,NFLX,0.24226633961962676,0.24226633961962674,0.2135698147472364,-0.0089532290515354,3.0,64.77272727272727,-10.599148253703357,889.5499877929688,-3.218262588828786,1.4040796364197
2024-12-18,NOW,0.11662285353535351,0.1166228535353535,0.2135698147472364,-0.0089532290515354,3.0,76.21951219512195,-5.805942299411513,1060.989990234375,-4.820042870036595,1.3082126137444874
2024-12-18,NVDA,0.2811465140617254,0.2811465140617254,0.2135698147472364,-0.0089532290515354,3.0,78.125,34.21274637625586,128.91000366210938,-1.1350530979882485,1.3730424043049885
2024-12-18,PLTR,0.338006712962963,0.338006712962963,0.2135698147472364,-0.0089532290515354,3.0,45.0,-44.885065196935074,71.51000213623047,-3.871484442865485,3.775691326506389
2024-12-18,SMCI,0.4595283137107,0.4595283137107,0.2135698147472364,-0.0089532290515354,4.0,50.0,-3.4211046266451586,32.22999954223633,-4.644969616161315,-3.071671688424329
2024-12-18,SMR,0.2647121212121212,0.2647121212121212,0.21356981474723638,-0.0089532290515354,1.0,62.5,-5.660377358490563,19.11000061035156,-11.976041380769354,-0.5232882170373038
2024-12-18,TDS,-0.09656565656565656,-0.09656565656565648,0.21356981474723638,-0.0089532290515354,2.0,100.0,34.57556935817804,33.060001373291016,-2.015412778149813,2.0568671413460664
2024-12-18,TSLA,0.31320430349257505,0.313204303492575,0.2135698147472364,-0.0089532290515354,3.0,53.723404255319146,-43.21572958779644,440.1300048828125,-8.279494369517476,-0.8997322180141977
2024-12-19,AAPL,0.37350164021870497,0.3735016402187049,0.20915116429072786,-0.020730116731250605,3.0,68.61702127659575,-1.3728893798327246,249.7899932861328,0.7014675319362668,1.8815854651340724
2024-12-19,ACHR,0.11752272727272725,0.1175227272727272,0.2091511642907279,-0.0207301167312506,2.0,83.33333333333333,23.73453318335207,8.420000076293945,-5.921784852135192,28.266034357192936
2024-12-19,AMD,0.36110094489264943,0.3611009448926494,0.20915116429072791,-0.0207301167312506,3.0,72.39583333333333,45.57670772676372,118.87999725341794,-2.08385333364502,0.2775923945819232
2024-12-19,AMZN,0.30157922311348784,0.3015792231134878,0.2091511642907279,-0.0207301167312506,3.0,80.22388059701493,1.639246416351547,223.2899932861328,1.2561168873593198,0.7299945952901463
2024-12-19,AVGO,0.24797455977182536,0.2479745597718253,0.2091511642907279,-0.0207301167312506,3.0,76.74418604651163,-3.634017399991671,218.32000732421875,-9.120421593051145,1.1313603330206838
2024-12-19,CRM,0.2870001984126984,0.2870001984126984,0.2091511642907279,-0.0207301167312506,4.0,74.0,16.81244479899712,336.2300109863281,-0.296533513454276,2.2068175557529166
