publish_date,ticker,publisher,article_sentiment,article_sentiment_class,daily_avg_ticker_sentiment,daily_ticker_sentiment_class,average_market_sentiment,average_market_sentiment_class,average_market_percent_change,RatingScore,RatingScore_Category,RatingScoreStatus,analyst_score,AnalystScoreStatus,PriceChangeStatus,target_score,ValuationStatus,Close,Daily_Percent_Difference,Next_Day_Percent_Change
2024-12-17 08:00:00,AAPL,Benzinga,0.31245,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:04:49,AAPL,ETF Daily News,0.4187,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:04:49,AAPL,ETF Daily News,0.48915,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:04:50,AAPL,ETF Daily News,0.436,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:04:50,AAPL,ETF Daily News,0.3495357142857142,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:05:42,AAPL,Investor's Business Daily,0.0559666666666666,Neutral,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.8341435183807903,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:34:44,AAPL,GuruFocus.com,0.4042916666666666,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9272810205599672,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:42:52,AAPL,ETF Daily News,0.55,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9430224264997208,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:42:58,AAPL,ETF Daily News,0.5375,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9430224264997208,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:42:58,AAPL,ETF Daily News,0.4679999999999999,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9430224264997208,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:43:02,AAPL,ETF Daily News,0.4191833333333333,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9430224264997208,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
2024-12-17 08:43:05,AAPL,ETF Daily News,0.4625454545454545,Bullish,0.2209891974626107,Neutral,0.2090827843693878,Neutral,-0.0030607590683507,3.0,Neutral,No Change,68.61702127659575,No Change,No Change,-0.9430224264997208,Slightly Undervalued,253.47999572753903,0.9719576588042528,-2.142177989310781
