publish_date,ticker,article_sentiment,average_market_sentiment,average_market_percent_change,RatingScore_pct_change,analyst_score_pct_change,target_median_price_pct_change,target_score,Day_Percent_Change,article_sentiment_class,average_market_sentiment_class
2024-12-11,PTON,0.5232785714285714,0.268791570301706,0.0189320473811481,,,,,0.51,Bullish,Neutral
2024-12-11,SMCI,0.3468634083936605,0.268791570301706,0.0189320473811481,,,,,0.26,Neutral,Neutral
2024-12-11,SMR,0.44866262626262626,0.268791570301706,0.0189320473811481,,,,,1.3999999999999997,Bullish,Neutral
2024-12-11,TDS,0.21027068691112807,0.268791570301706,0.0189320473811481,,,,,2.42,Neutral,Neutral
2024-12-11,TSLA,0.2638198082010582,0.268791570301706,0.0189320473811481,,,,,3.65,Neutral,Neutral
2024-12-12,AAPL,0.3894470940985822,0.2310894028481861,-0.0018045275794626998,0.0,,,,0.41,Neutral,Neutral
2024-12-12,ACHR,0.5055363636363636,0.2310894028481861,-0.0018045275794627,0.0,,,,2.43,Bullish,Neutral
2024-12-12,AMD,0.22396381866490092,0.2310894028481861,-0.0018045275794626998,0.0,,,,0.44999999999999996,Neutral,Neutral
2024-12-12,AVGO,0.16624022718215428,0.2310894028481861,-0.0018045275794627,200.0,,,,-0.15,Neutral,Neutral
2024-12-12,BTC,0.16929972827692125,0.2310894028481861,-0.0018045275794627,,,,,,Neutral,Neutral
2024-12-12,BWXT,0.3264232142857143,0.2310894028481861,-0.0018045275794627,0.0,,,,-1.33,Neutral,Neutral
2024-12-12,CHTR,0.29983253367003365,0.2310894028481861,-0.0018045275794627,0.0,,,,0.7399999999999999,Neutral,Neutral
2024-12-12,CRM,0.2506281057703471,0.2310894028481861,-0.0018045275794627,0.0,,,,0.85,Neutral,Neutral
2024-12-12,GLW,0.44764217687074825,0.2310894028481861,-0.0018045275794627,0.0,,,,2.21,Bullish,Neutral
2024-12-12,GME,0.17925,0.2310894028481861,-0.0018045275794627,0.0,,,,-0.52,Neutral,Neutral
2024-12-12,GOOGL,0.240634883882239,0.2310894028481861,-0.0018045275794627,0.0,,,,-1.54,Neutral,Neutral
2024-12-12,GSAT,0.37481481481481477,0.2310894028481861,-0.0018045275794627,0.0,,,,-9.91,Neutral,Neutral
2024-12-12,HAL,0.33677693722943725,0.2310894028481861,-0.0018045275794626998,0.0,,,,-0.69,Neutral,Neutral
2024-12-12,LMT,0.26425964205547536,0.2310894028481861,-0.0018045275794627,0.0,,,,-0.68,Neutral,Neutral
2024-12-12,META,0.15446785499963603,0.2310894028481861,-0.0018045275794627,,,,,-0.0788034188034188,Neutral,Neutral
2024-12-12,MSFT,0.36993830344258916,0.2310894028481861,-0.0018045275794627,0.0,,,,0.0,Neutral,Neutral
2024-12-12,MU,0.20032734487734485,0.2310894028481861,-0.0018045275794626998,0.0,,,,-3.3,Neutral,Neutral
2024-12-12,NFLX,0.277563995215311,0.23108940284818613,-0.0018045275794626998,0.0,,,,-0.7794736842105262,Neutral,Neutral
2024-12-12,NOW,0.15415122004271903,0.23108940284818613,-0.0018045275794626998,0.0,,,,0.66,Neutral,Neutral
2024-12-12,NVDA,0.33944051878509707,0.23108940284818613,-0.0018045275794626998,0.0,,,,0.13662650602409637,Neutral,Neutral
2024-12-12,PLTR,0.1689346182412359,0.2310894028481861,-0.0018045275794627,0.0,,,,1.3,Neutral,Neutral
2024-12-12,SMCI,0.4592748502339411,0.23108940284818613,-0.0018045275794627,33.33,,,,0.26,Bullish,Neutral
2024-12-12,SMR,0.047150000000000025,0.2310894028481861,-0.0018045275794627,0.0,,,,-5.79,Neutral,Neutral
2024-12-12,TDS,0.15613778223410577,0.2310894028481861,-0.0018045275794627,0.0,,,,2.26,Neutral,Neutral
2024-12-12,TSLA,0.2943568893227984,0.2310894028481861,-0.0018045275794627,0.0,,,,-1.59,Neutral,Neutral
2024-12-12,^DJI,-0.021684123434007697,0.2310894028481861,-0.0018045275794626998,,,,,,Neutral,Neutral
2024-12-12,^GSPC,0.20198749423997306,0.23108940284818613,-0.0018045275794627,,,,,,Neutral,Neutral
2024-12-12,^IXIC,0.08763810661218069,0.2310894028481861,-0.0018045275794626998,,,,,,Neutral,Neutral
2024-12-12,^RUT,0.330405371017871,0.2310894028481861,-0.0018045275794627,,,,,,Neutral,Neutral
2024-12-13,AAPL,0.21621175723282202,0.2333733772812565,0.0315663928399389,0.0,,,,0.1,Neutral,Neutral
2024-12-13,ACHR,0.4787,0.2333733772812565,0.0315663928399389,0.0,,,,11.87,Bullish,Neutral
2024-12-13,AMD,0.23111345265845262,0.23337337728125654,0.0315663928399389,0.0,,,,-3.3399999999999994,Neutral,Neutral
2024-12-13,AMZN,-0.2929045454545455,0.2333733772812565,0.0315663928399389,,,,,-0.44,Bearish,Neutral
2024-12-13,AVGO,0.2766415384492355,0.2333733772812565,0.0315663928399389,0.0,,,,5.2,Neutral,Neutral
2024-12-13,BTC,0.08655748299319728,0.2333733772812565,0.0315663928399389,,,,,,Neutral,Neutral
2024-12-13,BWXT,0.6682151515151515,0.2333733772812565,0.0315663928399389,0.0,,,,-1.17,Bullish,Neutral
2024-12-13,CRM,0.1413320586820587,0.2333733772812565,0.0315663928399389,0.0,,,,-2.66,Neutral,Neutral
2024-12-13,GLW,-0.0451,0.2333733772812565,0.0315663928399389,0.0,,,,-1.23,Neutral,Neutral
2024-12-13,GME,0.3329499999999999,0.2333733772812565,0.0315663928399389,0.0,,,,-2.47,Neutral,Neutral
2024-12-13,GOOGL,0.33783708081717534,0.2333733772812565,0.0315663928399389,0.0,,,,-0.69,Neutral,Neutral
2024-12-13,HAL,0.2882667297979798,0.2333733772812565,0.0315663928399389,0.0,,,,-0.59,Neutral,Neutral
2024-12-13,LMT,0.38001041666666663,0.2333733772812565,0.0315663928399389,0.0,,,,-0.19,Neutral,Neutral
2024-12-13,META,0.1463402008530685,0.2333733772812565,0.0315663928399389,0.0,,,,-1.1,Neutral,Neutral
2024-12-13,MSFT,0.18193542929292925,0.2333733772812565,0.0315663928399389,0.0,,,,-0.22,Neutral,Neutral
2024-12-13,MU,0.16723750000000004,0.2333733772812565,0.0315663928399389,0.0,,,,1.72,Neutral,Neutral
2024-12-13,NFLX,0.08080521978021975,0.2333733772812565,0.0315663928399389,0.0,,,,0.13,Neutral,Neutral
2024-12-13,NOW,0.185877781535594,0.2333733772812565,0.0315663928399389,0.0,,,,-0.79,Neutral,Neutral
2024-12-13,NVDA,0.286417947206222,0.23337337728125654,0.0315663928399389,0.0,,,,-3.42,Neutral,Neutral
2024-12-13,PLTR,0.1793034722222222,0.2333733772812565,0.0315663928399389,0.0,,,,3.52,Neutral,Neutral
2024-12-13,PTON,0.5664611111111111,0.2333733772812565,0.0315663928399389,0.0,,,,1.7,Bullish,Neutral
2024-12-13,SMCI,0.38462581419352254,0.2333733772812565,0.0315663928399389,0.0,,,,-1.38,Neutral,Neutral
2024-12-13,SMR,-0.31335,0.2333733772812565,0.0315663928399389,0.0,,,,-4.26,Bearish,Neutral
2024-12-13,TDS,0.36920833333333336,0.2333733772812565,0.0315663928399389,0.0,,,,1.21,Neutral,Neutral
2024-12-13,TSLA,0.2575559652144392,0.2333733772812565,0.0315663928399389,0.0,,,,3.86,Neutral,Neutral
2024-12-13,^DJI,0.18302143344053065,0.23337337728125648,0.0315663928399389,,,,,,Neutral,Neutral
2024-12-13,^GSPC,0.31186750018777337,0.23337337728125648,0.0315663928399389,,,,,,Neutral,Neutral
2024-12-13,^IXIC,0.2301299104136604,0.23337337728125654,0.0315663928399389,,,,,,Neutral,Neutral
2024-12-13,^RUT,0.2833346560846561,0.2333733772812565,0.0315663928399389,,,,,,Neutral,Neutral
2024-12-14,NFLX,0.6308203703703703,0.6308203703703703,,0.0,,,,0.13,Bullish,Bullish
2024-12-15,AAPL,0.2792447668650794,0.224795888411755,,0.0,,,,0.1,Neutral,Neutral
2024-12-15,ACHR,0.428975,0.224795888411755,,0.0,,,,11.87,Bullish,Neutral
2024-12-15,AMD,0.31292300925925925,0.224795888411755,,0.0,,,,-3.3399999999999994,Neutral,Neutral
2024-12-15,AMZN,-0.21075,0.224795888411755,,,,,,-0.44,Bearish,Neutral
2024-12-15,ASTS,0.1307166666666666,0.224795888411755,,,,,,,Neutral,Neutral
2024-12-15,AVGO,0.35204873015873017,0.224795888411755,,0.0,,,,5.2,Neutral,Neutral
2024-12-15,BTC,0.098606449013949,0.224795888411755,,,,,,,Neutral,Neutral
2024-12-15,CRM,0.2630815909090909,0.224795888411755,,0.0,,,,-2.66,Neutral,Neutral
2024-12-15,GOOGL,0.35606674218037854,0.224795888411755,,0.0,,,,-0.69,Neutral,Neutral
2024-12-15,GSAT,0.4907166666666666,0.224795888411755,,0.0,,,,-9.91,Bullish,Neutral
2024-12-15,HAL,-0.0003550000000000053,0.224795888411755,,0.0,,,,-0.59,Neutral,Neutral
2024-12-15,LMT,0.1579999999999999,0.224795888411755,,0.0,,,,-0.19,Neutral,Neutral
2024-12-15,META,0.1722780307585232,0.224795888411755,,0.0,,,,-1.1,Neutral,Neutral
2024-12-15,MSFT,0.23574926810403002,0.224795888411755,,0.0,,,,-0.22,Neutral,Neutral
2024-12-15,MU,0.17514030423280422,0.224795888411755,,0.0,,,,1.72,Neutral,Neutral
2024-12-15,NFLX,0.4266,0.224795888411755,,0.0,,,,0.13,Bullish,Neutral
2024-12-15,NOW,-0.03875,0.224795888411755,,0.0,,,,-0.79,Neutral,Neutral
2024-12-15,NVDA,0.36995335411942554,0.224795888411755,,0.0,,,,-3.4199999999999995,Neutral,Neutral
2024-12-15,PLTR,0.2602744444444444,0.224795888411755,,0.0,,,,3.5200000000000005,Neutral,Neutral
2024-12-15,PTON,0.5309666666666667,0.224795888411755,,0.0,,,,1.7,Bullish,Neutral
2024-12-15,SMCI,0.0559666666666666,0.224795888411755,,0.0,,,,-1.38,Neutral,Neutral
2024-12-15,SMR,0.342275,0.224795888411755,,0.0,,,,-4.26,Neutral,Neutral
2024-12-15,TDS,0.10252552371000645,0.22479588841175496,,0.0,,,,1.21,Neutral,Neutral
2024-12-15,TSLA,0.2359814574314574,0.22479588841175502,,0.0,,,,3.86,Neutral,Neutral
2024-12-15,^DJI,0.23921502582514487,0.224795888411755,,,,,,,Neutral,Neutral
2024-12-15,^GSPC,0.0013277336860669905,0.224795888411755,,,,,,,Neutral,Neutral
2024-12-15,^IXIC,0.2487288004764195,0.224795888411755,,,,,,,Neutral,Neutral
2024-12-15,^RUT,0.7813446428571429,0.224795888411755,,,,,,,Bullish,Neutral
2024-12-16,AAPL,0.24628173358072267,0.2308690711960103,0.011963430164461598,0.0,,,,1.23,Neutral,Neutral
2024-12-16,ACHR,0.39375625000000003,0.2308690711960103,0.0119634301644616,0.0,,,,11.87,Neutral,Neutral
2024-12-16,AMD,0.18563530306913978,0.23086907119601027,0.0119634301644616,0.0,,,,0.56,Neutral,Neutral
2024-12-16,AMZN,0.30095,0.2308690711960103,0.0119634301644616,,,,,1.17,Neutral,Neutral
2024-12-16,ASTS,0.0404214285714285,0.2308690711960103,0.0119634301644616,,,,,4.29,Neutral,Neutral
2024-12-16,AVGO,0.35462220205647443,0.2308690711960103,0.0119634301644616,0.0,,,,7.86,Neutral,Neutral
2024-12-16,BTC,0.20254620529272313,0.23086907119601033,0.0119634301644616,,,,,,Neutral,Neutral
2024-12-16,BWXT,0.535804081632653,0.2308690711960103,0.0119634301644616,0.0,,,,0.92,Bullish,Neutral
2024-12-16,CHTR,0.31854999999999994,0.2308690711960103,0.0119634301644616,0.0,,,,-0.01,Neutral,Neutral
2024-12-16,CRM,0.24172191034771678,0.2308690711960103,0.0119634301644616,0.0,,,,1.84,Neutral,Neutral
2024-12-16,GME,0.38862068903318897,0.2308690711960103,0.0119634301644616,0.0,,,,6.28,Neutral,Neutral
2024-12-16,GOOGL,0.3550624921226525,0.2308690711960103,0.011963430164461601,0.0,,,,1.96,Neutral,Neutral
2024-12-16,GSAT,0.020162499999999993,0.2308690711960103,0.0119634301644616,0.0,,,,-1.52,Neutral,Neutral
2024-12-16,HAL,0.0991326433982684,0.2308690711960103,0.0119634301644616,0.0,,,,-2.11,Neutral,Neutral
2024-12-16,LMT,0.30040147392290245,0.2308690711960103,0.0119634301644616,0.0,,,,-0.64,Neutral,Neutral
2024-12-16,META,0.1691239131712143,0.2308690711960103,0.011963430164461601,0.0,,,,-0.91,Neutral,Neutral
2024-12-16,MSFT,0.260594555627577,0.2308690711960103,0.011963430164461601,0.0,,,,1.11,Neutral,Neutral
2024-12-16,MU,0.19937478884078882,0.2308690711960103,0.0119634301644616,0.0,,,,2.38,Neutral,Neutral
2024-12-16,NFLX,0.2826838143338143,0.2308690711960103,0.0119634301644616,0.0,,,,-0.29,Neutral,Neutral
2024-12-16,NOW,0.06721564799989457,0.2308690711960103,0.0119634301644616,0.0,,,,1.09,Neutral,Neutral
2024-12-16,NVDA,0.2956801131964241,0.2308690711960103,0.0119634301644616,0.0,,,,-1.61,Neutral,Neutral
2024-12-16,PLTR,0.15318271604938266,0.23086907119601033,0.0119634301644616,0.0,,,,0.89,Neutral,Neutral
2024-12-16,PTON,0.4970071428571428,0.2308690711960103,0.0119634301644616,0.0,,,,8.12,Bullish,Neutral
2024-12-16,QUBT,0.39235,0.2308690711960103,0.0119634301644616,,,,,,Neutral,Neutral
2024-12-16,SMCI,0.27793970147907643,0.23086907119601027,0.0119634301644616,0.0,,,,6.5,Neutral,Neutral
2024-12-16,SMR,0.2625585317460318,0.2308690711960103,0.0119634301644616,0.0,,,,7.1,Neutral,Neutral
2024-12-16,TDS,0.17054181848244346,0.2308690711960103,0.0119634301644616,0.0,,,,-1.57,Neutral,Neutral
2024-12-16,TSLA,0.27190982775144684,0.23086907119601033,0.0119634301644616,0.0,,,,4.96,Neutral,Neutral
2024-12-16,ZG,0.47751827651515144,0.2308690711960103,0.0119634301644616,,,,,1.57,Bullish,Neutral
2024-12-16,^DJI,0.13011629448767606,0.23086907119601027,0.0119634301644616,,,,,,Neutral,Neutral
2024-12-16,^GSPC,0.32619688153554505,0.2308690711960103,0.0119634301644616,,,,,,Neutral,Neutral
2024-12-16,^IXIC,0.15981031187727615,0.23086907119601033,0.0119634301644616,,,,,,Neutral,Neutral
2024-12-16,^RUT,0.4047709090909091,0.23086907119601027,0.0119634301644616,,,,,,Bullish,Neutral
2024-12-17,AAPL,0.14008517075517074,0.1762508089830284,-0.0052532979039832,0.0,,,-1.3728893798327244,1.34,Neutral,Neutral
2024-12-17,AMD,0.21425281177156177,0.1762508089830284,-0.0052532979039832,0.0,,,45.21123815519567,0.44,Neutral,Neutral
2024-12-17,AMZN,0.2466208333333333,0.1762508089830284,-0.0052532979039832,0.0,,,2.3106725300277,-0.53,Neutral,Neutral
2024-12-17,AVGO,0.32607441378066376,0.1762508089830284,-0.0052532979039832,0.0,,,-2.848707255434178,-0.17,Neutral,Neutral
2024-12-17,BTC,0.2001002211556559,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,CRM,0.15584742965367965,0.1762508089830284,-0.0052532979039832,0.0,,,16.719562597458594,-1.66,Neutral,Neutral
2024-12-17,GLW,0.2145958333333333,0.1762508089830284,-0.0052532979039832,0.0,,,,-0.5,Neutral,Neutral
2024-12-17,GME,0.61625,0.1762508089830284,-0.0052532979039832,0.0,,,-68.01023672424824,5.48,Bullish,Neutral
2024-12-17,GOOGL,0.3721987713675214,0.1762508089830284,-0.0052532979039832004,0.0,,,7.34312794118566,-0.81,Neutral,Neutral
2024-12-17,HAL,0.1476506313131313,0.1762508089830284,-0.0052532979039832004,0.0,,,35.983072863276135,-1.09,Neutral,Neutral
2024-12-17,LMT,0.39444581751581753,0.1762508089830284,-0.0052532979039832,0.0,,,,0.32,Neutral,Neutral
2024-12-17,META,0.12271494329956974,0.1762508089830284,-0.0052532979039832,0.0,,,5.54097412602329,-1.07,Neutral,Neutral
2024-12-17,MSFT,0.20376247679789344,0.1762508089830284,-0.0052532979039832,0.0,,,10.224492151289825,0.74,Neutral,Neutral
2024-12-17,MU,0.22229206349206346,0.1762508089830284,-0.0052532979039832004,0.0,,,33.517495395948444,-1.25,Neutral,Neutral
2024-12-17,NFLX,0.4981666504697117,0.1762508089830284,-0.0052532979039832,0.0,,,-10.51519057710573,-0.38,Bullish,Neutral
2024-12-17,NOW,0.07445398752935517,0.1762508089830284,-0.0052532979039832,0.0,,,-5.805942299411513,-1.35,Neutral,Neutral
2024-12-17,NVDA,0.14512252169127168,0.1762508089830284,-0.0052532979039832,0.0,,,34.950359107680605,1.08,Neutral,Neutral
2024-12-17,PLTR,0.2786875,0.1762508089830284,-0.0052532979039832,0.0,,,-44.92578413593928,1.39,Neutral,Neutral
2024-12-17,PSIX,0.0,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,PTON,0.2431,0.1762508089830284,-0.0052532979039832,0.0,,,-19.5837275307474,4.09,Neutral,Neutral
2024-12-17,QUBT,0.5075000000000001,0.1762508089830284,-0.0052532979039832,,,,,,Bullish,Neutral
2024-12-17,RGTI,0.23236666666666664,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,SMCI,0.3731722222222222,0.1762508089830284,-0.0052532979039832,0.0,,,,0.9,Neutral,Neutral
2024-12-17,SMR,0.272025,0.1762508089830284,-0.0052532979039832,0.0,,,-7.876554583141412,1.02,Neutral,Neutral
2024-12-17,TDS,0.0821409722222222,0.1762508089830284,-0.0052532979039832004,0.0,,,34.386475068421774,-2.2,Neutral,Neutral
2024-12-17,TSLA,0.2989574741769441,0.1762508089830284,-0.0052532979039832004,0.0,,,-42.38759389589193,0.79,Neutral,Neutral
2024-12-17,ZG,0.5036530303030302,0.1762508089830284,-0.0052532979039832,0.0,,,,-1.05,Bullish,Neutral
2024-12-17,^DJI,0.06769334079591433,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,^GSPC,0.25510508652498115,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,^IXIC,0.09841284722222225,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-17,^RUT,0.22360357142857143,0.1762508089830284,-0.0052532979039832,,,,,,Neutral,Neutral
2024-12-18,AAPL,0.37815002295684114,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-1.3728893798327244,-1.65,Neutral,Neutral
2024-12-18,ACHR,0.3313,0.1834743487898206,-0.015814118169871,0.0,,,,-3.56,Neutral,Neutral
2024-12-18,AMD,0.25281871843434345,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,45.57670772676372,-3.11,Neutral,Neutral
2024-12-18,AMZN,0.3063517409962722,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,1.639246416351547,-4.44,Neutral,Neutral
2024-12-18,AVGO,0.3682213667285095,0.18347434878982063,-0.015814118169871,0.0,0.0,0.0,-3.378618084684572,-0.17,Neutral,Neutral
2024-12-18,BTC,0.16322789661319073,0.1834743487898206,-0.015814118169871,,,,,,Neutral,Neutral
2024-12-18,CRM,0.2021565007215007,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,16.819101347693525,-4.87,Neutral,Neutral
2024-12-18,GOOGL,0.3886167584940312,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,7.746514834295044,-3.49,Neutral,Neutral
2024-12-18,HAL,0.3973621212121212,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,36.02941176470589,-3.36,Neutral,Neutral
2024-12-18,LMT,0.5287781144781144,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,,-1.34,Bullish,Neutral
2024-12-18,META,0.21356663683201585,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,5.740668991347014,-3.772857142857143,Neutral,Neutral
2024-12-18,MSFT,0.2925219469966919,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,10.020683888571057,-3.1000000000000005,Neutral,Neutral
2024-12-18,MU,0.09392616461821007,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,33.517495395948444,-5.67,Neutral,Neutral
2024-12-18,NFLX,0.2652794578437435,0.18347434878982063,-0.015814118169871,0.0,0.0,0.0,-10.599148253703357,-3.2,Neutral,Neutral
2024-12-18,NOW,0.09973299663299662,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-5.805942299411513,-5.06,Neutral,Neutral
2024-12-18,NVDA,0.27734904392583587,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,34.83828266881175,-3.71,Neutral,Neutral
2024-12-18,OKLO,0.4669666666666666,0.1834743487898206,-0.015814118169871,,,,,,Bullish,Neutral
2024-12-18,PLTR,0.5823444444444444,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-44.92578413593928,-3.21,Bullish,Neutral
2024-12-18,PTON,0.5471666666666667,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-19.5837275307474,-11.36,Bullish,Neutral
2024-12-18,QUBT,0.494725,0.1834743487898206,-0.015814118169871,,0.0,0.0,,,Bullish,Neutral
2024-12-18,SMCI,0.4711344236010902,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,,-4.53,Bullish,Neutral
2024-12-18,SMR,0.09632689393939396,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-7.876554583141412,-15.07,Neutral,Neutral
2024-12-18,TDS,0.2055845486111111,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,34.77488151658768,-2.59,Neutral,Neutral
2024-12-18,TSLA,0.3022645673527252,0.1834743487898206,-0.015814118169871,0.0,0.0,0.0,-43.02099452135001,-5.62,Neutral,Neutral
2024-12-18,^DJI,-0.05575984853642637,0.1834743487898206,-0.015814118169871,,,,,,Neutral,Neutral
2024-12-18,^GSPC,-0.05917315260828496,0.1834743487898206,-0.015814118169871,,,,,,Neutral,Neutral
2024-12-18,^IXIC,-0.05954688552188554,0.1834743487898206,-0.015814118169871,,,,,,Neutral,Neutral
2024-12-18,^RUT,0.0201537397787398,0.1834743487898206,-0.015814118169871,,,,,,Neutral,Neutral
2024-12-19,AAPL,0.324048655791672,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-1.3728893798327244,0.94,Neutral,Neutral
2024-12-19,ACHR,0.198987037037037,0.20289419125588606,-0.027924483663668603,0.0,,,,-7.88,Neutral,Neutral
2024-12-19,AMD,0.26268047027020747,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,45.57670772676372,-2.69,Neutral,Neutral
2024-12-19,AMZN,0.27446127305835094,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,1.639246416351547,-0.8,Neutral,Neutral
2024-12-19,AVGO,0.2719685639880952,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-3.378618084684572,-4.24,Neutral,Neutral
2024-12-19,BTC,0.16584375,0.2028941912558861,-0.0279244836636686,,,,,,Neutral,Neutral
2024-12-19,CHTR,0.23997023809523801,0.2028941912558861,-0.0279244836636686,0.0,,,,-1.15,Neutral,Neutral
2024-12-19,CRM,0.17131818181818181,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,16.819101347693525,-1.6,Neutral,Neutral
2024-12-19,GME,0.2696148809523809,0.20289419125588606,-0.027924483663668603,0.0,0.0,0.0,-68.01023672424824,-0.53,Neutral,Neutral
2024-12-19,GOOGL,0.34564731515570674,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,7.746514834295043,-1.63,Neutral,Neutral
2024-12-19,GSAT,0.26747777777777776,0.2028941912558861,-0.0279244836636686,0.0,,,,-1.05,Neutral,Neutral
2024-12-19,HAL,0.11602100168350168,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,36.02941176470589,-2.97,Neutral,Neutral
2024-12-19,LMT,0.28814339826839824,0.20289419125588606,-0.027924483663668603,0.0,0.0,0.0,,-0.07,Neutral,Neutral
2024-12-19,META,0.1914822856199987,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,5.740668991347014,-2.43,Neutral,Neutral
2024-12-19,MSFT,0.40430184907985234,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,10.020683888571057,-1.04,Bullish,Neutral
2024-12-19,MU,0.06883645658610935,0.20289419125588612,-0.0279244836636686,0.0,0.0,0.0,33.517495395948444,-3.3700000000000006,Neutral,Neutral
2024-12-19,NFLX,0.3832689512868084,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,-10.599148253703358,-0.6799999999999999,Neutral,Neutral
2024-12-19,NOW,0.022878004535147396,0.20289419125588606,-0.0279244836636686,0.0,0.0,0.0,-5.805942299411513,0.43,Neutral,Neutral
2024-12-19,NVDA,0.23090529183312797,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,34.83828266881175,-0.7900000000000001,Neutral,Neutral
2024-12-19,PLTR,0.2398375,0.20289419125588606,-0.027924483663668603,0.0,0.0,0.0,-44.925784135939274,0.3,Neutral,Neutral
2024-12-19,QUBT,-0.02630833333333335,0.2028941912558861,-0.0279244836636686,0.0,0.0,0.0,,-30.84,Neutral,Neutral
