publish_date,ticker,publisher,article_sentiment,average_ticker sentiment,article_sentiment_class,average_market_sentiment,average_market_sentiment_class,average_market_percent_change,AI Score,Daily Average AI Score,RatingScore_pct_change,Rating Score,RatingScore_Category,RatingScoreStatus,analyst_score_pct_change,Analyst Score,AnalystScore_Category,AnalystScoreStatus,PriceChangeStatus,target_score,ValuationStatus,Forward_30min_Change_Diff,Forward_45min_Change_Diff,Forward_60min_Change_Diff,End of Day ,Next Day Close
12/12/2024 7:03,AAPL,ETF Daily News,0.3553,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.007011998,0.002853614,0.005450069,,
12/12/2024 7:09,AAPL,The Wall Street Journal,0.26735,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.002853614,0.005450069,0.007915077,,
12/12/2024 7:09,AAPL,The Wall Street Journal,0.26735,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.002853614,0.005450069,0.007915077,,
12/12/2024 8:02,AAPL,ETF Daily News,0.493,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:02,AAPL,ETF Daily News,0.493,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:02,AAPL,ETF Daily News,0.4693333333333332,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:02,AAPL,ETF Daily News,0.4693333333333332,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.5375,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.5375,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.486,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.486,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.44775,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.44775,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.4428331168831168,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:03,AAPL,ETF Daily News,0.4428331168831168,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00604487,0.005760883,0.006207148,,
12/12/2024 8:18,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.003295874,0.00374214,0.002925474,,
12/12/2024 8:18,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.003295874,0.00374214,0.002925474,,
12/12/2024 8:21,AAPL,Barrons.com,0.12785,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.003295874,0.00374214,0.002925474,,
12/12/2024 8:21,AAPL,Barrons.com,0.12785,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.003295874,0.00374214,0.002925474,,
12/12/2024 8:32,AAPL,GuruFocus.com,0.4899785714285714,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:32,AAPL,GuruFocus.com,0.4899785714285714,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:34,AAPL,ETF Daily News,0.38585,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:34,AAPL,ETF Daily News,0.38585,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.45585,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.45585,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.49835,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.49835,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.46585,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 8:35,AAPL,ETF Daily News,0.46585,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000162278,-0.000654388,0.001785062,,
12/12/2024 9:00,AAPL,Yahoo Finance,0.5732173160173161,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001622784,0.000608544,0.000425981,,
12/12/2024 9:00,AAPL,Yahoo Finance,0.5732173160173161,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001622784,0.000608544,0.000425981,,
12/12/2024 9:04,AAPL,The Wall Street Journal,0.26735,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001622784,0.000608544,0.000425981,,
12/12/2024 9:04,AAPL,The Wall Street Journal,0.26735,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001622784,0.000608544,0.000425981,,
12/12/2024 9:16,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00142521,0.001242647,0.001708791,,
12/12/2024 9:16,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.00142521,0.001242647,0.001708791,,
12/12/2024 9:26,AAPL,ETF Daily News,0.36125,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001196803,-0.000730658,-0.001582214,,
12/12/2024 9:26,AAPL,ETF Daily News,0.36125,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001196803,-0.000730658,-0.001582214,,
12/12/2024 10:00,AAPL,The Wall Street Journal,0.4353222222222221,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000385411,0.00046655,0.001237373,,
12/12/2024 10:00,AAPL,The Wall Street Journal,0.4353222222222221,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000385411,0.00046655,0.001237373,,
12/12/2024 10:44,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001379366,0.000851962,0.000774879,,
12/12/2024 10:44,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.001379366,0.000851962,0.000774879,,
12/12/2024 11:00,AAPL,Yahoo Entertainment,0,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,
12/12/2024 11:00,AAPL,Yahoo Entertainment,0,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,
12/12/2024 11:01,AAPL,Fortune,0.2356,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,
12/12/2024 11:01,AAPL,Fortune,0.2356,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,8.11391942878003e-05,4.05695971440051e-06,0.000202848,,
12/12/2024 11:24,AAPL,MT Newswires,0.25,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000121709,-0.000226784,-0.002048765,,
12/12/2024 11:24,AAPL,MT Newswires,0.25,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000121709,-0.000226784,-0.002048765,,
12/12/2024 11:35,AAPL,Investopedia,0.5526070707070707,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000121709,-0.000226784,-0.002048765,,
12/12/2024 11:35,AAPL,Investopedia,0.5526070707070707,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000121709,-0.000226784,-0.002048765,,
12/12/2024 11:48,AAPL,Investor's Business Daily,-0.15,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000149702,-0.001971682,-0.002194815,,
12/12/2024 11:48,AAPL,Investor's Business Daily,-0.15,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000149702,-0.001971682,-0.002194815,,
12/12/2024 11:57,AAPL,Investing.com,0.1203,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.002170473,-0.002393606,-0.002596454,,
12/12/2024 11:57,AAPL,Investing.com,0.1203,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.002170473,-0.002393606,-0.002596454,,
12/12/2024 12:25,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000425981,-0.001602499,-0.000912816,,
12/12/2024 12:25,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000425981,-0.001602499,-0.000912816,,
12/12/2024 12:31,AAPL,Benzinga,0.2,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000425981,-0.001602499,-0.000912816,,
12/12/2024 12:31,AAPL,Benzinga,0.2,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.000425981,-0.001602499,-0.000912816,,
12/12/2024 12:47,AAPL,Reuters,0.3675111111111111,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001379366,-0.000689683,-0.000121709,,
12/12/2024 12:47,AAPL,Reuters,0.3675111111111111,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001379366,-0.000689683,-0.000121709,,
12/12/2024 12:49,AAPL,GuruFocus.com,0.4761772727272727,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001379366,-0.000689683,-0.000121709,,
12/12/2024 12:49,AAPL,GuruFocus.com,0.4761772727272727,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001379366,-0.000689683,-0.000121709,,
12/12/2024 13:25,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000689683,0.000689683,0.000689683,,
12/12/2024 13:25,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000689683,0.000689683,0.000689683,,
12/12/2024 14:36,AAPL,Bloomberg,-0.140766667,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0,0,0,,
12/12/2024 14:36,AAPL,Bloomberg,-0.140766667,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0,0,0,,
12/12/2024 15:39,AAPL,Bloomberg,0.05905,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 15:39,AAPL,Bloomberg,0.05905,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 15:53,AAPL,Motley Fool,0.4150055555555555,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 15:53,AAPL,Motley Fool,0.4150055555555555,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 15:53,AAPL,Motley Fool,0.5904035353535353,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 15:53,AAPL,Motley Fool,0.5904035353535353,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:26,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:26,AAPL,Investor's Business Daily,0.55095,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:29,AAPL,Investor's Business Daily,0.3715,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:29,AAPL,Investor's Business Daily,0.3715,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:31,AAPL,Bloomberg,0.3421,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:31,AAPL,Bloomberg,0.3421,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:32,AAPL,Cult of Mac,0.2512833333333333,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:32,AAPL,Cult of Mac,0.2512833333333333,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:32,AAPL,Cult of Mac,0.2512833333333333,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:32,AAPL,Cult of Mac,0.2512833333333333,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:51,AAPL,The Wall Street Journal,0.055966667,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 16:51,AAPL,The Wall Street Journal,0.055966667,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 17:35,AAPL,Bloomberg,0.5243320346320346,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 17:35,AAPL,Bloomberg,0.5243320346320346,,Bullish,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 19:31,AAPL,Macdailynews.com,0.3452,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 19:31,AAPL,Macdailynews.com,0.3452,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 21:20,AAPL,Macdailynews.com,0.3778305194805194,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/12/2024 21:20,AAPL,Macdailynews.com,0.3778305194805194,,Neutral,0.2444040731202172,Neutral,-0.003756195,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 2:00,AAPL,Motley Fool,0.3076222222222222,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 2:02,AAPL,Motley Fool,0.5099928571428571,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 2:35,AAPL,Bloomberg,0.5101691142191143,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 2:49,AAPL,Bloomberg,0.31675,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 3:00,AAPL,CNN Business,0.4876539772727272,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 3:26,AAPL,MT Newswires,-0.17435,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 3:27,AAPL,MT Newswires,-0.17435,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 5:05,AAPL,MT Newswires,0.1416666666666666,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 5:17,AAPL,Investopedia,0.4830351851851851,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 5:41,AAPL,Investopedia,0.4968136363636363,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 6:06,AAPL,TipRanks,0.6328053730583142,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 6:22,AAPL,Bloomberg,0.4557625,,Bullish,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,,,,,
12/13/2024 7:14,AAPL,Benzinga,0.073295455,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.001641259,-0.004753455,-0.007076007,,
12/13/2024 7:30,AAPL,The Wall Street Journal,0.055966667,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000948137,-0.001374415,-0.001814809,,
12/13/2024 7:36,AAPL,Investor's Business Daily,0.055966667,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,0.000948137,-0.001374415,-0.001814809,,
12/13/2024 7:43,AAPL,Bloomberg,0.3790431818181818,,Neutral,0.2389301787914861,Neutral,0.032025137,,,0,,Neutral,No Change,,,,Down Grade,Decrease,,,-0.005434748,-0.005875141,-0.00680271,,
