ticker,date,Stock_Category,Avg_Aggregated_Score,Avg_Daily_Percent_Difference,Avg_Next_Daily_Percent_Difference,Avg_AI_Score,Avg_Sentiment_Score,Avg_Health_Score,Rolling_7day_Avg
AAPL,2024-12-17,Software,38.46360465461073,0.9719576588042529,-2.142177989310781,7.243859649122808,0.23879423579539957,107.90816007891398,38.46360465461073
AAPL,2024-12-18,Software,33.39501689068233,-2.142177989310781,0.7014675319362668,-7.6730769230769225,0.26572868161694646,107.59239891350697,35.92931077264653
AAPL,2024-12-19,Software,38.29891671186991,0.7014675319362668,1.8815854651340724,6.959183673469387,0.34516754863336313,107.59239891350697,36.71917941905432
AAPL,2024-12-20,Software,46.71314431253604,1.8815854651340724,0.3064948573463042,32.099999999999994,0.44703402410114995,107.59239891350697,39.21767064242475
AAPL,2024-12-23,Software,43.06261818705072,0.3064948573463042,1.1478073747524937,21.276595744680847,0.3188599029642997,107.59239891350697,39.98666015134994
AAPL,2024-12-24,Software,36.77062942251879,1.1478073747524937,0.3175742710589599,3.818181818181818,0.3003973323650216,106.19330911700953,39.450655029878085
AAPL,2024-12-26,Software,41.51579801393206,0.3175742710589599,-1.324219296295393,19.145161290322577,0.311787886058918,105.09044486541472,39.74567545617151
AAPL,2024-12-27,Software,33.092955655770126,-1.324219296295393,-1.3263427513676433,-6.029411764705882,0.3527138121956972,104.95556491982055,38.978439884908575
AAPL,2024-12-30,Software,37.15131827047225,-1.3263427513676433,-0.70578858082309,6.175000000000001,0.3233898915962382,104.95556491982055,39.515054367735694
AAPL,2024-12-31,Software,36.40240584726099,-0.70578858082309,-2.623589215505567,0.28571428571428553,0.3514998296156803,108.57000342645303,39.24412424422014
AAPL,2025-01-02,Software,35.486430629159265,-2.623589215505567,-0.20094545044056822,-2.9600000000000004,0.3204290408898921,109.09886284658795,37.64030800373774
AAPL,2025-01-03,Software,40.64587651016835,-0.20094545044056822,0.6738984983297532,12.666666666666666,0.17210001725042634,109.09886284658795,37.29505919275455
AAPL,2025-01-06,Software,40.78431494679674,0.6738984983297532,-1.1387727698501275,12.894736842105264,0.359345151697025,109.09886284658795,37.868442839079975
AAPL,2025-01-07,Software,36.54447915044652,-1.1387727698501275,0.2022997484797752,-2.5909090909090917,0.32259339489147854,111.90175314735717,37.15825443001061
AAPL,2025-01-08,Software,42.36117640864275,0.20229974847977522,-2.4103794471716133,13.333333333333336,0.4214135892130094,113.32878230338189,38.48228596613527
AAPL,2025-01-10,Software,56.436869469175114,-2.4103794471716133,-1.0344150913639703,56.0,-0.018173895856558896,113.32878230338189,41.2373647088071
AAPL,2025-01-13,Software,39.16993032007685,-1.0344150913639703,-0.47781362898930435,-1.35,0.25704470080098646,118.60274625942958,41.632725347780806
AAPL,2025-01-14,Software,39.90247336546652,-0.4778136289893044,1.9675910330542996,1.9999999999999991,0.27367837542568535,117.43374172097388,42.263588595824686
AAPL,2025-01-15,Software,43.856243803302156,1.9675910330542996,-4.040022200201064,15.53846153846154,0.34846291100487153,115.68180696044007,42.72221249484381
AAPL,2025-01-16,Software,40.694572497799264,-4.040022200201064,0.7535272330218226,6.086956521739131,0.325015224697097,115.67174574696155,42.70939214498702
AAPL,2025-01-17,Software,58.79182105791089,0.7535272330218226,-3.191580343616683,56.0,0.1914796887893015,120.18398348494338,45.88758384605337
AAPL,2025-01-21,Software,41.347068039944084,-3.191580343616683,0.5344962471561967,-0.444444444444444,0.262568386169206,124.22308017810748,45.74271122195355
AAPL,2025-01-22,Software,41.099451723708746,0.5344962471561967,-0.07594967946862902,-1.3999999999999997,0.30612302183941964,124.39223214928684,43.55165154402979
AAPL,2025-01-23,Software,44.787461254996835,-0.07594967946862902,-0.39345652705163714,11.0,0.1378520404431365,123.22453172454735,44.35415596330407
AAPL,2025-01-24,Software,48.20743092387209,-0.39345652705163714,3.178024001189032,20.666666666666668,0.32531712960348835,123.6303089753461,45.54057847164773
