Date,Ticker,Close,Volume,High,Low,Open,Percent_Difference
2025-02-03,AAPL,228.00999450683594,70078180.0,231.8300018310547,225.7100067138672,229.44000244140625,-0.03385595547950874
2025-02-03,GOOGL,201.22999572753906,27650004.0,203.75,200.11000061035156,200.6699981689453,-0.013675171485615327
2025-02-03,MSFT,410.9200134277344,25001979.0,415.4100036621094,408.6700134277344,411.760009765625,-0.0099744233489399
2025-02-03,ASTS,21.469999313354492,11644602.0,21.928699493408203,18.860000610351562,18.889999389648438,0.060770729058579255
2025-02-03,PTON,7.320000171661377,18106549.0,7.570000171661377,7.199999809265137,7.550000190734863,-0.055483848817886844
2025-02-03,GSAT,1.5,9635913.0,1.524999976158142,1.4199999570846558,1.4299999475479126,-0.01960782480441495
2025-02-03,PLTR,83.73999786376953,96375890.0,84.25,78.47000122070312,80.12000274658203,0.01515335231386899
2025-02-03,SMR,23.850000381469727,13150914.0,24.299100875854492,21.219999313354492,21.450000762939453,0.00041947268531163947
2025-02-03,ACHR,9.180000305175781,22364412.0,9.295000076293945,8.649999618530273,8.8100004196167,-0.028571376670784455
2025-02-03,BWXT,112.30999755859375,775828.0,113.37999725341797,109.52999877929688,110.31999969482422,-0.005490150933379705
2025-02-03,ARBK,0.5238999724388123,650491.0,0.550000011920929,0.47200000286102295,0.47870001196861267,0.019260649604817725
2025-02-03,AMD,114.2699966430664,33504603.0,115.16000366210938,112.9800033569336,113.6500015258789,-0.014489006894288238
2025-02-03,NVDA,116.66000366210938,363759685.0,118.56999969482422,113.01000213623047,114.70999908447266,-0.028400066972448207
2025-02-03,GME,25.889999389648438,5639145.0,26.540000915527344,25.5,25.56999969482422,-0.037546477442553176
2025-02-03,MU,89.91999816894531,16980519.0,91.4000015258789,88.01930236816406,88.58879852294922,-0.014467335880422868
2025-02-03,TSLA,383.67999267578125,92485863.0,389.1700134277344,374.3900146484375,386.69000244140625,-0.05170542044525342
2025-02-03,NFLX,978.9400024414062,3673608.0,987.6890869140625,964.375,972.5599975585938,0.0022318611060912932
2025-02-03,ZG,79.37000274658203,367563.0,79.6500015258789,77.7511978149414,79.0,0.0021465379405373446
2025-02-03,AVGO,217.72999572753906,24333289.0,220.9376983642578,213.50999450683594,215.40499877929688,-0.015998592111757196
2025-02-03,SMCI,26.850000381469727,40955118.0,27.610000610351562,25.709999084472656,27.219999313354492,-0.058555401454747885
2025-02-03,GLW,51.349998474121094,6847343.0,51.77000045776367,50.18000030517578,51.04999923706055,-0.014016961045848148
