publish_date,ticker,article_sentiment,average_market_sentiment,average_market_percent_change,RatingScore_pct_change,analyst_score_pct_change,target_median_price_pct_change,target_score,Yesterday_Percent_Change,Next_Day_Percent_Change,article_sentiment_class,average_market_sentiment_class
2024-12-26,ASTS,0.4056,0.2448717622533757,0.0041751651685085,0.0,0.0,0.0,49.253731343283576,5.61,5.61,Bullish,Neutral
2025-01-01,ASTS,0.3641142857142857,0.2510159787178826,-0.0105860502682846,0.0,0.0,0.0,49.253731343283576,-4.18,-2.58,Neutral,Neutral
2025-01-06,ASTS,0.3153833333333333,0.2128678195167678,0.0221002380160894,0.0,0.0,0.0,49.25373134328358,-2.58,-5.23,Neutral,Neutral
2025-01-07,ASTS,0.09375,0.20050733494390188,-0.0183785387937415,0.0,0.0,0.0,56.52173913043478,-5.23,0.38,Neutral,Neutral
2025-01-08,ASTS,0.22138660714285713,0.1841321140836098,-0.0235059196730587,0.0,0.0,0.0,56.52173913043478,0.38,0.38,Neutral,Neutral
2025-01-14,ASTS,0.09889444444444444,0.22396780866323057,0.005530047651821901,0.0,0.0,0.0,75.6781322774611,-4.61,1.6,Neutral,Neutral
2025-01-15,ASTS,0.0,0.18224788776453,0.0254384463236053,0.0,0.0,0.0,67.13091922005572,1.6,-2.42,Neutral,Neutral
2025-01-16,ASTS,0.5537333333333333,0.18710622464131316,-0.0016432191116749,0.0,0.0,0.0,67.13091922005572,-2.42,10.53,Bullish,Neutral
2025-01-21,ASTS,0.641105303030303,0.19897924248397791,0.0069182672343297,0.0,0.0,0.0,62.5474692633846,10.53,-3.06,Bullish,Neutral
2024-12-18,AVGO,0.257016206016206,0.18069553738933675,-0.0104674614631679,0.0,0.0,0.0,-3.634017399991671,-0.16999999999999998,-4.24,Neutral,Neutral
2024-12-19,AVGO,0.26035878968253967,0.17910503390628735,-0.020774095839492,0.0,0.0,0.0,-3.634017399991671,-4.24,-4.24,Neutral,Neutral
2024-12-23,AVGO,0.4215332400520477,0.25070001550979415,0.0177050105272122,0.0,0.0,0.0,-3.634017399991671,2.2643478260869565,-0.21,Bullish,Neutral
2024-12-24,AVGO,0.26524443056943053,0.24584206124075544,0.014819785561153,0.0,0.0,3.67,-1.2292915222215983,-0.21,-0.18,Neutral,Neutral
2024-12-25,AVGO,0.2895952930276794,0.24637037400611445,0.014991073973151699,0.0,0.0,0.0,0.1335113484646166,-0.18,2.23,Neutral,Neutral
2024-12-26,AVGO,0.33051073683261184,0.25415174977056776,0.0041751651685085,0.0,0.0,0.0,-1.4654326184611488,2.23,-1.17,Neutral,Neutral
2024-12-27,AVGO,0.49071666666666663,0.23391088086093664,-0.0124750321692228,0.0,0.0,0.0,-2.184545158134991,-1.17,-1.17,Bullish,Neutral
2024-12-30,AVGO,0.3379444552669552,0.24657054656871777,-0.0126530861073158,0.0,0.0,0.0,-2.184545158134991,0.38,-1.57,Neutral,Neutral
2024-12-31,AVGO,0.3404,0.20812536212409008,-0.0094939193595053,0.0,0.0,0.0,-2.184545158134991,-1.57,-1.71,Neutral,Neutral
2025-01-01,AVGO,0.18633333333333335,0.21257079427325487,-0.0105860502682846,0.0,0.0,0.0,-2.184545158134991,-1.71,-1.7700000000000002,Neutral,Neutral
2025-01-02,AVGO,0.15053888888888897,0.2144802195963087,-0.0024224904331026,0.0,0.0,0.0,-2.184545158134991,-1.7700000000000002,-0.05,Neutral,Neutral
2025-01-06,AVGO,0.3019363636363636,0.1996682244854761,0.0221002380160894,0.0,0.0,0.0,-2.184545158134991,-0.05,-4.45,Neutral,Neutral
2025-01-07,AVGO,0.3553,0.20050733494390188,-0.0183785387937415,0.0,0.0,1.04,-2.184545158134991,-4.45,-0.15,Neutral,Neutral
2025-01-08,AVGO,0.3895506493506493,0.1841321140836098,-0.0235059196730587,0.0,0.0,0.0,-2.184545158134991,-0.15,-0.17,Neutral,Neutral
2025-01-09,AVGO,0.1342969696969697,0.18397932140846313,-0.012820899310218398,0.0,0.0,0.0,-2.184545158134991,-0.17,2.51,Neutral,Neutral
2025-01-13,AVGO,0.32763333333333333,0.1885522988626576,-0.0103390149376735,0.0,0.0,1.2,8.924514714594018,2.51,-0.83,Neutral,Neutral
2025-01-14,AVGO,0.0,0.1752274273316473,0.0055300476518219,0.0,0.0,0.0,9.21895861148198,-0.83,-0.3,Neutral,Neutral
2025-01-15,AVGO,0.2811361111111111,0.18224788776453,0.0254384463236053,0.0,0.0,1.02,8.734649122807014,-0.3,-2.47,Neutral,Neutral
2025-01-16,AVGO,0.32301024531024525,0.18710622464131316,-0.0016432191116749002,0.0,0.0,0.0,8.734649122807014,-2.47,-2.47,Neutral,Neutral
2025-01-20,AVGO,0.0,0.22293296736858914,0.0162671252328616,0.0,0.0,0.0,8.734649122807014,0.26,-0.55,Neutral,Neutral
2025-01-21,AVGO,0.4003599747474747,0.20520699870966033,0.0069182672343297,0.0,0.0,0.0,4.563701311494282,-0.55,-2.37,Bullish,Neutral
2025-01-13,BWXT,0.4988636363636363,0.22319171892532313,-0.0103390149376735,0.0,0.0,0.0,23.18521777386713,1.31,-0.41,Bullish,Neutral
2025-01-15,BWXT,0.2966833333333333,0.1814717980266226,0.0254384463236053,0.0,0.0,0.0,17.41518849331153,-0.41,1.15,Neutral,Neutral
2024-12-25,CHTR,0.40095,0.24637037400611445,0.0149910739731517,0.0,0.0,0.0,11.853682225904132,1.26,-0.39,Bullish,Neutral
2025-01-15,CHTR,0.47585,0.2220713099914059,0.0254384463236053,0.0,0.27,0.11,12.60161433947089,-0.39,0.01,Bullish,Neutral
2025-01-16,CHTR,0.516,0.18710622464131316,-0.0016432191116749,0.0,0.0,0.0,12.60161433947089,0.01,0.01,Bullish,Neutral
2025-01-20,CHTR,0.618,0.22293296736858914,0.0162671252328616,0.0,0.0,0.0,11.563309332043143,-0.41,0.71,Bullish,Neutral
2024-12-18,CRM,0.17862834235209235,0.18069553738933675,-0.0104674614631679,0.0,0.0,0.0,16.819101347693525,-4.87,-1.6,Neutral,Neutral
2024-12-19,CRM,0.21346305916305913,0.17910503390628735,-0.020774095839492,0.0,0.0,0.0,16.819101347693525,-1.6,3.28,Neutral,Neutral
2024-12-20,CRM,0.38501157407407405,0.18146798406231085,-0.0006742623106127001,0.0,0.0,0.0,16.819101347693525,3.28,3.28,Neutral,Neutral
2024-12-23,CRM,0.17589604377104376,0.25070001550979415,0.0177050105272122,0.0,0.0,0.0,16.819101347693525,0.20916666666666664,0.42,Neutral,Neutral
2024-12-24,CRM,0.2020199209355459,0.24584206124075544,0.014819785561153,0.0,-0.68,0.0,18.263377038888464,0.42,0.42000000000000004,Neutral,Neutral
2024-12-25,CRM,0.30052510822510825,0.24637037400611445,0.0149910739731517,0.0,0.0,0.0,19.037249949191416,0.42000000000000004,-0.9200000000000002,Neutral,Neutral
2024-12-26,CRM,0.19788103856020522,0.25415174977056776,0.0041751651685085,0.0,0.0,0.0,19.673030466512085,-0.9200000000000002,-0.56,Neutral,Neutral
2024-12-27,CRM,0.5291523809523809,0.23391088086093664,-0.0124750321692228,0.0,0.0,0.0,19.981271216200387,-0.56,-0.56,Bullish,Neutral
2024-12-30,CRM,0.1757048469387755,0.2465705465687178,-0.0126530861073158,0.0,0.0,0.0,19.981271216200387,0.68,-0.58,Neutral,Neutral
2024-12-31,CRM,0.2981601491101491,0.2081253621240901,-0.0094939193595053,0.0,0.04,0.0,22.282934182634143,-0.58,-0.58,Neutral,Neutral
2025-01-01,CRM,0.2749091044372294,0.2125707942732549,-0.0105860502682846,0.0,0.0,0.0,22.633326354200943,-0.58,-1.68,Neutral,Neutral
2025-01-02,CRM,0.2714822320426487,0.2144802195963087,-0.0024224904331026,-25.0,0.0,0.0,22.633326354200943,-1.68,-1.68,Neutral,Neutral
2025-01-06,CRM,0.23068047138047135,0.2025483948663802,0.0221002380160894,0.0,0.0,0.0,22.633326354200943,-1.04,-1.6900000000000002,Neutral,Neutral
2025-01-07,CRM,0.24480487914862914,0.20050733494390188,-0.0183785387937415,0.0,-0.67,-0.61,24.726088581044948,-1.6900000000000002,-0.26,Neutral,Neutral
2025-01-08,CRM,0.2506766110783156,0.1841321140836098,-0.023505919673058703,0.0,0.0,0.0,25.41162711968732,-0.26,-0.26,Neutral,Neutral
2025-01-09,CRM,0.216500085892943,0.18397932140846313,-0.0128208993102184,0.0,0.0,0.0,25.411627119687324,-0.26,-0.26,Neutral,Neutral
