publish_date,ticker,textblob_sentiment,vader_sentiment,bert_sentiment,bert_confidence,reliability_score,Current_Price,Percent_Difference,Forward_15min_Change,Forward_30min_Change,Forward_45min_Change,Forward_60min_Change,Close,Volume,High,Low,Open,Daily_Percent_Difference,7_day_avg_RatingScore,percent_diff_7_day_avg_RatingScore,7_day_avg_analyst_score,percent_diff_7_day_avg_analyst_score,7_day_avg_reward_score,percent_diff_7_day_avg_reward_score,7_day_avg_risk_score,percent_diff_7_day_avg_risk_score,7_day_avg_target_score,percent_diff_7_day_avg_target_score,7_day_avg_target_median_price,percent_diff_7_day_avg_target_median_price
2024-12-18 07:24:00,AAPL,0.0,0.7414,-0.997388482093811,0.9986942410469056,1.0,252.22,-0.0049708063752563,-0.0073378570301403,-0.0052864131292409,-0.0016174846141707,-0.0017950134132869,248.0500030517578,55988391.0,254.27999877929688,247.75,252.22000122070312,-0.0214217798931078,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-18 11:13:00,AAPL,0.1875,0.9313,0.9200363159179688,0.9600181579589844,0.8125,253.7738,0.0011590658040082,0.0009073694177056,0.0026432065646205,0.001183525327442,-0.0026234811424964,248.0500030517578,55988391.0,254.27999877929688,247.75,252.22000122070312,-0.0214217798931078,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-18 11:20:00,AAPL,-0.0375,0.7351,-0.9771009683609008,0.9885504841804504,0.9625,253.7738,0.0011590658040082,0.0009073694177056,0.0026432065646205,0.001183525327442,-0.0026234811424964,248.0500030517578,55988391.0,254.27999877929688,247.75,252.22000122070312,-0.0214217798931078,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-18 12:21:49,AAPL,0.1555555555555555,0.2023,-0.9979876279830932,0.9989938139915466,0.8444444444444444,252.815,-0.0026234811424964,-0.0044184945557834,-0.0049708063752563,-0.0093893009310399,-0.0111645889222028,248.0500030517578,55988391.0,254.27999877929688,247.75,252.22000122070312,-0.0214217798931078,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 07:15:41,AAPL,0.0851239669421487,0.743,-0.9909107685089112,0.9954553842544556,0.9148760330578511,248.05,-0.0214218084267002,-0.0023785527111469,0.0017355371900826,0.0035476718403547,0.0107841161056237,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 08:08:29,AAPL,0.0639118457300275,0.3818,-0.8893918991088867,0.9446959495544434,0.9360881542699724,250.725,0.0107841161056237,0.0075791171134851,0.0088691796008868,0.009751662971175,0.0074178593025598,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 08:12:47,AAPL,0.25,0.6597,-0.5602092742919922,0.7801046371459961,0.75,250.725,0.0107841161056237,0.0075791171134851,0.0088691796008868,0.009751662971175,0.0074178593025598,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 08:14:55,AAPL,0.0964285714285714,0.8397,-0.9872254133224488,0.9936127066612244,0.9035714285714286,250.725,0.0107841161056237,0.0075791171134851,0.0088691796008868,0.009751662971175,0.0074178593025598,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 09:10:42,AAPL,0.25,0.8519,0.9995325803756714,0.9997662901878356,0.75,249.89,0.0074178593025598,0.0116307196129812,0.0139084861922998,0.0124829671437209,0.0132836121749646,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
2024-12-19 09:34:44,AAPL,0.0555555555555555,0.8765,-0.9915668964385986,0.9957834482192992,0.9444444444444444,250.935,0.0116307196129812,0.0139084861922998,0.0124829671437209,0.0132836121749646,0.0108445877847208,249.7899932861328,58911560.0,251.8500061035156,247.0948944091797,247.4600067138672,0.0070146753193626,3.0,0.0,68.61702127659575,0.0,18.35253274420073,0.0,-27.410446583556887,0.0,-1.3728893798327244,0.0,250.0,0.0
